Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Publication Stage,Access Type,Source,EID
"D'Eon R.G., Glenn S.M., Parfitt I., Fortin M.-J.","6602569751;35352349900;57205275864;35568173200;","Landscape connectivity as a function of scale and organism vagility in a real forested landscape",2002,"Ecology and Society","6","2",,"","",,78,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54249091289&partnerID=40&md5=16a5c9a6d83d9fd4bf276a2d2efeb26c","Department of Forest Sciences, University of British Columbia, Canada; Science Division, Gloucester County College, United Kingdom; Ian Parfitt Biogeographics, BC, Canada; Department of Zoology, University of Toronto, Canada","D'Eon, R.G., Department of Forest Sciences, University of British Columbia, Canada; Glenn, S.M., Science Division, Gloucester County College, United Kingdom; Parfitt, I., Ian Parfitt Biogeographics, BC, Canada; Fortin, M.-J., Department of Zoology, University of Toronto, Canada","Landscape connectivity is considered a vital element of landscape structure because of its importance to population survival. The difficulty surrounding the notion of landscape connectivity is that it must be assessed at the scale of the interaction between an organism and the landscape. We present a unique method for measuring connectivity between patches as a function of organism vagility. We used this approach to assess connectivity between harvest, old-growth, and recent wildfire patches in a real forested landscape in southeast British Columbia. By varying a distance criterion, habitat patches were considered connected and formed habitat clusters if they fell within this critical distance. The amount of area and distance to edge within clusters at each critical distance formed the basis of connectivity between patches. We then assessed landscape connectivity relative to old-growth associates within our study area based on species' dispersal abilities. Connectivity was greatest between harvest patches, followed by old-growth, and then wildfire patches. In old-growth patches, we found significant trends between increased connectivity and increased total habitat amount, and between decreased connectivity and increased old-growth harvesting. Highly vagile old-growth associates, such as carnivorous birds, perceive this landscape as connected and are able to access all patches. Smaller, less vagile species, such as woodpeckers, chickadees, and nuthatches, may be affected by a lack of landscape connectivity at the scale of their interaction with old-growth patches. Of particular concern is the northern flying squirrel (Glaucomys sabrinus), which we predict is limited in this landscape due to relatively weak dispersal abilities. Copyright © 2002 by the author(s). Published here under licence by The Resilience Alliance.",,Article,"Final",,Scopus,2-s2.0-54249091289
"Keith E.L., Carrie N.R.","7003602122;6602170423;","Effects of fire on two pitcher plant bogs with comments on several rare and interesting plants",2002,"SIDA, Contributions to Botany","20","1",,"387","395",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037135447&partnerID=40&md5=75b139b5543e8768c5b26ea40f3fb496","Raven Environmental Services Inc., P.O. Box 6482, Huntsville, TX 77342, United States","Keith, E.L., Raven Environmental Services Inc., P.O. Box 6482, Huntsville, TX 77342, United States; Carrie, N.R., Raven Environmental Services Inc., P.O. Box 6482, Huntsville, TX 77342, United States","Pitcher plant bogs require frequent fires to prevent encroachment of woody vegetation. Little information is available on the relative effectiveness of growing-season burns for maintaining plant communities in bogs and reducing woody encroachment. In this study, the effects of growing-season and dormant-season burns on plant communities were assessed in two pitcher-plant bogs on the Peason Ridge Military Reservation in western Louisiana. Measurements were collected every month from March through November 1996 and from March through October 1997. Floristic composition and forb and woody plant density were determined in both bogs. Both bogs had been burned on 3-year rotations in the dormant season for approximately 20 years. One bog, hereafter Coneflower bog, was burned during the dormant season in December 1995 and is approximately 0.8 hectare (ha). The other bog, Woodpecker bog, was burned during the growing season in August 1996 and is approximately 0.7 ha. Over both years, we found 98 plant species in both bogs together with 94 of the 98 species in Coneflower bog and 90 of the 98 species in Woodpecker bog. No species were eliminated from either bog after the fires. In addition, all species that were present after the growing season fire in Woodpecker bog had been present before the fire. However, several species were much more abundant after the fire than before the fire. The study also contains comments on the occurrence of several rare and interesting species encountered during this study including Sabine coneflower (Rudbeckia scabrifolia), Texas pipewort (Eriocaulon texense), Red-top panicum (Panicum rigidulum var. combsii), Slender panicum (Panicum tenerum), Beakrush (Rhynchospora chalarocephala), Drummond's yellow-eyed grass (Xyris drummondii), and Rough-leaved yellow-eyed grass (Xyris scabrifolia).",,Article,"Final",,Scopus,2-s2.0-0037135447
"Cram D.S., Masters R.E., Guthery F.S., Engle D.M., Montague W.G.","57202654230;7102880482;7004070581;7004793852;7005934698;","Northern bobwhite population and habitat response to pine-grassland restoration",2002,"Journal of Wildlife Management","66","4",,"1031","1039",,28,"10.2307/3802935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036816806&doi=10.2307%2f3802935&partnerID=40&md5=7f4dd479c62050b11691ad6ccdce7661","Department of Forestry, Oklahoma State University, Stillwater, OK 74078, United States; Department of Plant Science, Oklahoma State University, Stillwater, OK 74078, United States; Poteau Ranger District, U.S. Forest Service, Waldron, AR 72958, United States; Dept. of Extension Animal Resources, New Mexico State University, Las Cruces, NM 88003, United States; Tall Timbers Research Station, 13093 Henry Beadel Drive, Tallahassee, FL 32312, United States","Cram, D.S., Department of Forestry, Oklahoma State University, Stillwater, OK 74078, United States, Dept. of Extension Animal Resources, New Mexico State University, Las Cruces, NM 88003, United States; Masters, R.E., Department of Forestry, Oklahoma State University, Stillwater, OK 74078, United States, Tall Timbers Research Station, 13093 Henry Beadel Drive, Tallahassee, FL 32312, United States; Guthery, F.S., Department of Forestry, Oklahoma State University, Stillwater, OK 74078, United States; Engle, D.M., Department of Plant Science, Oklahoma State University, Stillwater, OK 74078, United States; Montague, W.G., Poteau Ranger District, U.S. Forest Service, Waldron, AR 72958, United States","We compared northern bobwhite (Colinus virginianus) abundance and habitat characteristics in unmanaged mixed shortleaf pine (Pinus echinata)-hardwood stands and restored pine-grassland stands managed for the red-cockaded woodpecker (Picoides borealis) on the Ouachita National Forest, Arkansas, USA. To determine northern bobwhite (hereafter, bobwhite) population response in untreated control, thinned, and thinned and burned stands either 1, 2, or 3 growing seasons (Mar to mid-Oct) post-burn, we used whistling-male counts and covey-call counts as indices of population abundance. We estimated woody stem density, understory and overstory canopy cover, conifer and hardwood basal area, and the disc of vulnerability to characterize habitat response. Relative abundance of whistling males in the spring was greatest in thinned stands 3 growing seasons post-burn and in thinned but unburned stands. These stands had the smallest disc of vulnerability and the greatest understory shrub cover <2 m in height compared with other treatments. A threshold-like increase in bobwhite abundance was observed as a function of woody structure <2 m. Pine-grassland restoration provided suitable structure for bobwhites in spring, summer, and fall, but may not be adequate in winter. Further, data suggested that bobwhite density within a stand also was related to the amount of suitable habitat surrounding the stand. Bobwhite management efforts in similar shortleaf pine forests should include thinning to reduce midstory and overstory cover and frequent fire to maintain open woodland conditions - i.e., low basal area stands with limited midstory.","Arkansas; Colinus virginianus; Disc of vulnerability; Forest management; Habitat; Northern bobwhite; Picoides borealis; Pine-grassland restoration; Prescribed fire; Red-cockaded woodpecker; Usable space",Article,"Final",,Scopus,2-s2.0-0036816806
"Kirkpatrick C., DeStefano S., Mannan R.W., Lloyd J.","14630520100;6603886191;7003677585;8057371300;","Trends in abundance of grassland birds following a spring prescribed burn in southern Arizona",2002,"Southwestern Naturalist","47","2",,"282","292",,11,"10.2307/3672916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036288583&doi=10.2307%2f3672916&partnerID=40&md5=2334e29c1760e19cfdccfd4d99c65642","Arizona Cooperative Fish Unit, University of Arizona, 104 Bio Science East, Tucson, AZ 85721, United States","Kirkpatrick, C., Arizona Cooperative Fish Unit, University of Arizona, 104 Bio Science East, Tucson, AZ 85721, United States; DeStefano, S., Arizona Cooperative Fish Unit, University of Arizona, 104 Bio Science East, Tucson, AZ 85721, United States; Mannan, R.W., Arizona Cooperative Fish Unit, University of Arizona, 104 Bio Science East, Tucson, AZ 85721, United States; Lloyd, J., Arizona Cooperative Fish Unit, University of Arizona, 104 Bio Science East, Tucson, AZ 85721, United States","We examined short-term trends in relative abundance and species richness of breeding and wintering grassland birds before (1996) and after (1997, 1998) a prescribed burn in a mesquite-invaded, desert grassland at Buenos Aires National Wildlife Refuge, Arizona. We surveyed birds and sampled vegetation along 1-km line transects bisecting 14 (7 control, 7 burn) 25-ha plots located randomly within a burn and adjacent control unit. Following a spring burn that was moderate in intensity and patchy in areal extent, we observed that ground cover was affected more strongly by burning than mesquite (Prosopis) cover, smaller mesquite were affected more strongly by burning than larger mesquite, and mortality of mesquite was low. No change in total abundance of birds was detected on the burn unit following fire for either wintering or breeding birds; however, species richness of breeding birds decreased in the first year post-burn. During the breeding season, mourning doves (Zenaida macroura) increased, whereas Botteri's sparrows (Aimophila botterii), Cassin's sparrows (Aimophila cassinii), and cactus wrens (Campylorhynchus brunneicapillus) decreased in relative abundance following fire. During the wintering season, ladder-backed woodpeckers (Picoides scalaris) and vesper sparrows (Pooecetes gramineus) increased and cactus wrens decreased in relative abundance following fire. Beyond species-level trends, we found stronger evidence of trends and greater magnitudes of relative change for breeding species associated with open grasslands compared to those associated with shrubs. The use of spring burns on the Refuge will likely improve conditions for open-grassland species that were historically more abundant by killing smaller mesquite and reducing mesquite recruitment. However, more intense and extensive fires will be required to reduce the presence of larger mesquite. Such fires would likely have a greater impact on birds associated with shrubs, and consequently, a greater impact on the avian community as a whole.",,Article,"Final",,Scopus,2-s2.0-0036288583
"Provencher L., Gobris N.M., Brennan L.A.","35444431400;6507671306;35513688500;","Effects of hardwood reduction on winter birds in northwest Florida longleaf pine sandhill forests",2002,"Auk","119","1",,"71","87",,16,"10.2307/4090014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036121979&doi=10.2307%2f4090014&partnerID=40&md5=06923151fd3a932386f36df6f926ca68","Nature Conservancy, 2700 Scrub Jay Trail, Kissimmee, FL 34759, United States","Provencher, L., Nature Conservancy, 2700 Scrub Jay Trail, Kissimmee, FL 34759, United States; Gobris, N.M., Nature Conservancy, 2700 Scrub Jay Trail, Kissimmee, FL 34759, United States; Brennan, L.A., Nature Conservancy, 2700 Scrub Jay Trail, Kissimmee, FL 34759, United States","Reversing decades of fire exclusion by hardwood midstory reduction is now used to recover populations of the federally endangered Red-cockaded Woodpecker (Picoides borealis) in longleaf pine (Pinus palustris) forest ecosystems. The effects of Red-cockaded Woodpecker management on winter birds in longleaf pine sandhill forests are largely unknown. Examining habitat use of winter migrants, some of which are declining, may influence the selection of habitat management techniques used for Red-cockaded Woodpeckers to benefit overwintering migrants. During the winters (December-February) of 1997-1998 and 1998-1999, we tested experimentally the effects of hardwood reduction treatments applied in 1995 on winter birds at Eglin Air Force Base in fire-excluded northwest Florida longleaf pine sandhills. Treatments were (1) prescribed spring burning, (2) herbicide application, (3) mechanical felling and girdling, and (4) a control where decades of fire exclusion was maintained. We also sampled winter bird flocks in frequently burned, nonexperimental reference plots to measure management success. Hardwood reduction techniques had no effect on flock species richness, which averaged 7.9 and 7.2, respectively, during 1997-1998 and 1998-1999. Larger flocks in felling and girdling and in herbicide plots were primarily due to significantly higher numbers of overwintering Chipping Sparrows (Spizella passerina), as well as resident Red-cockaded Woodpeckers and an influx of temperate migrant Pine Warblers (Dendroica pinus). In contrast, flocks in control plots were smaller (flock size and species composition in spring burn plots were intermediate) and composed of hardwood-associated species, such as Tufted Titmouse (Baeolophus bicolor) and Carolina Chickadee (Poecile carolinensis). The relative uses of longleaf pines and hardwoods by Red-cockaded Woodpeckers, Pine Warblers, and Brown-headed Nuthatches (Sitta pusilla) during both winters best explained that winter birds present in herbicide, felling and girdling, and reference plots were more likely to forage on the same tree species and substrates than birds in spring-burned plots, and least likely to forage on the same species and substrates as birds in the control plots. Those differences corresponded to the following increasing order of hardwood stem mortality among treatments: control, spring burn (41%), felling and girdling (62%), and herbicide (92%). Repeated burning is recommended to restore the reference foraging condition because it was eight times less expensive than other techniques, which favored mostly Chipping Sparrows.",,Article,"Final",,Scopus,2-s2.0-0036121979
"Provencher L., Gobris N.M., Brennan L.A., Gordon D.R., Hardesty J.L.","35444431400;6507671306;35513688500;7403582071;6603683833;","Breeding bird response to midstory hardwood reduction in Florida sandhill longleaf pine forests",2002,"Journal of Wildlife Management","66","3",,"641","661",,25,"10.2307/3803131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036638288&doi=10.2307%2f3803131&partnerID=40&md5=b6200d4d9c8f75f2a2cabca899fe0a09","Nature Conservancy, One East First Street, Reno, NV 89501, United States","Provencher, L., Nature Conservancy, One East First Street, Reno, NV 89501, United States; Gobris, N.M., Nature Conservancy, One East First Street, Reno, NV 89501, United States; Brennan, L.A., Nature Conservancy, One East First Street, Reno, NV 89501, United States; Gordon, D.R., Nature Conservancy, One East First Street, Reno, NV 89501, United States; Hardesty, J.L., Nature Conservancy, One East First Street, Reno, NV 89501, United States","The dramatic loss and degradation of longleaf pine (Pinus palustris) forests in the southeastern United States have contributed to the declines of several bird species associated with this ecosystem. We examined breeding bird response to habitat restoration in longleaf pine sandhill forests of northwest Florida, USA. We compared habitat variables and abundance of breeding birds among 3 hardwood reduction techniques (prescribed spring burning, herbicide application, mechanical felling-girdling) and maintenance of fire exclusion (control). We also examined abundance of breeding birds in fire-maintained, non-experimental reference sites as a means to gauge management success based on similarity analysis. All 3 hardwood reduction methods decreased midstory hardwoods and canopy cover, and increased herbaceous cover compared with fire-suppressed control plots, but had little effect on longleaf pine basal area. Midstory hardwood reduction methods increased the similarity of the breeding bird species assemblages to those found in the reference plots, compared with the fire-excluded control plots. Species that most strongly contributed to the similarity between the hardwood reduction and the reference plots were, in decreasing order of importance: red-cockaded woodpecker (Picoides borealis), red-headed woodpecker (Melanerpes erythrocephalus), tufted titmouse (Baeolophus bicolor), and brown-headed nuthatch (Sitta pusilla). Depending on the similarity index used, additional but weaker contributors to the similarity between the hardwood reduction and the reference plots were northern cardinal (Cardinalis cardinalis), Bachman's sparrow (Aimophila aestivalis), and Carolina chickadee (Poecile carolinensis). Species associated with hardwoods (e.g., tufted titmouse, northern cardinal, Carolina chickadee) contributed to greater similarity of the reference condition by decreasing in abundance after hardwood reduction, whereas open-habitat species increased in numbers, compared with birds on the fire-excluded control plots. Only the detection rates of cardinals and Carolina chickadees were not different among hardwood reduction methods. Two notable species of concern that increased in all hardwood reduction plots compared with the control, but were not strong contributors of the similarity to the reference condition, were northern bobwhite (Colinus virginianus) and southeastern American kestrel (Falco sparverius paulus). Our results suggest that these management methods were beneficial to landbirds characteristic of fire-maintained longleaf pine sandhills in northwest Florida. However, northern bobwhites and Bachman's sparrows may require more intensive management than red-cockaded woodpeckers, such as shorter burn intervals, as these species depend directly on ground cover vegetation. We recommend prescribed spring burning as the most economical and ecologically desirable method for managing breeding bird habitat in longleaf pine sandhill forests.","Aimophila aestivalis; Bachman's sparrow; Chainsaw felling and girdling; Colinus virginianus; Fire; Florida; Hardwood reduction; Herbicide; Longleaf pine; Northern bobwhite; Picoides borealis; Pinus palustris; Red-cockaded woodpecker",Article,"Final",,Scopus,2-s2.0-0036638288
"Powell H.D.W., Hejl S.J., Six D.L.","8729147800;6603653712;7003644707;","Measuring woodpecker food: A simple method for comparing wood-boring beetle abundance among fire-killed trees",2002,"Journal of Field Ornithology","73","2",,"130","140",,17,"10.1648/0273-8570-73.2.130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035993938&doi=10.1648%2f0273-8570-73.2.130&partnerID=40&md5=aee083fa29f5387231fb4d4d6c459428","Division of Biological Sciences, University of Montana, Missoula, MT 59812, United States; USDA Forest Service, Rocky Mountain Research Station, Forestry Sciences Lab., P.O. Box 8089, Missoula, MT 59807, United States; School of Forestry, University of Montana, Missoula, MT 59812, United States","Powell, H.D.W., Division of Biological Sciences, University of Montana, Missoula, MT 59812, United States; Hejl, S.J., USDA Forest Service, Rocky Mountain Research Station, Forestry Sciences Lab., P.O. Box 8089, Missoula, MT 59807, United States; Six, D.L., School of Forestry, University of Montana, Missoula, MT 59812, United States","Measurements of food availability for avian insectivores are desirable, but are complicated by the range of microhabitats insects occupy and the difficulty of comparing non-standard techniques across studies. We describe an efficient method for sampling wood-boring beetle larvae, an important food of many woodpeckers, beneath the bark of fire-killed trees. The method involves taking two 225-cm2 bark samples from each tree, and provides enough information to rank most trees by relative wood-borer abundance. At two sites in the northern Rocky Mountains, we tested the reliability of this method by comparing its results to those of a more intensive sampling scheme. For 65 trees of four species, we collected eight bark samples at two different heights, 1.7 m and 6 m, and compared correlations between the smaller, ground-based sampling scheme (two bark samples) and the larger, eight-sample effort. With one exception, correlations for individual tree species ranged from 0.79 to 0.95, indicating that the smaller sample gave rankings of insect abundance comparable to those of the larger sample. Correlation strengths differed between sites, suggesting that the larger sample could be employed at future sites to fine-tune the smaller sampling scheme. Correlations for ponderosa pine (Pinus ponderosa) at one site were very low, suggesting that wood-borers may colonize ponderosa pine in a manner different from the other tree species studied. The strong correlations produced by this test indicate that, with limited effort and training, even small field crews (e.g., two workers) can use this method to rank the foraging resources contained in dead trees.","Buprestidae; Cerambycidae; Estimating food availability; Forest fire; Picidae",Article,"Final",,Scopus,2-s2.0-0035993938
"Bull E.L., Wales B.C.","7004903741;6701688359;","Effects of disturbance on birds of conservation concern in eastern Oregon and Washington",2001,"Northwest Science","75","SPEC. ISS.",,"166","173",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035679976&partnerID=40&md5=507f2479727bbac91b7cbd99449a0d2c","Pacific Northwest Research Station, Forestry Sciences Lab., 1401 Gekeler Lane, La Grande, OR 97850, United States","Bull, E.L., Pacific Northwest Research Station, Forestry Sciences Lab., 1401 Gekeler Lane, La Grande, OR 97850, United States; Wales, B.C., Pacific Northwest Research Station, Forestry Sciences Lab., 1401 Gekeler Lane, La Grande, OR 97850, United States","The effects on birds of forest insects, tree diseases, wildfire, and management strategies designed to improve forest health (e.g., thinning, prescribed burns, road removal, and spraying with pesticides or biological microbial agents) are discussed. Those bird species of concern that occur in forested habitats in eastern Oregon and Washington include the bald eagle (Haliaeetus leucocephalus), peregrine falcon (Falco peregrinus), harlequin duck (Histrionicus histrionicus), upland sandpiper (Bartramia longicauda), northern goshawk (Accipiter gentilis), ferruginous hawk (Buteo regalis), and black rosy finch (Leucosticte arctoa). In addition, seven species of woodpeckers and nuthatches were considered because of their rare status. Forest disturbances that create dead trees and logs are critical to cavity-nesting birds because the dead trees with their subsequent decay provide nesting and roosting habitat. The insects associated with outbreaks or dead trees provide prey for the woodpeckers and nuthatches. The loss of nest or roost trees as a result of disturbance could be detrimental to bald eagles, goshawks, or ferruginous hawks, while the loss of canopy cover could be detrimental to harlequin ducks and goshawks or to prey of some of the raptors. The more open canopies created by thinning may be beneficial to a species like the black rosy finch, yet detrimental to some woodpeckers due to a decrease in cover. Prescribed burning may be beneficial to those woodpeckers primarily associated with ponderosa pine (Pinus ponderosa) stands and detrimental to other woodpeckers because of the loss of coarse woody debris. Removal of roads is likely to benefit most of these species because of the subsequent decrease in human activity. Recovery plans for bald eagles and peregrine falcons are available for managers to use in managing habitat for these species.",,Review,"Final",,Scopus,2-s2.0-0035679976
"Nilsson S.G., Hedin J., Niklasson M.","7403049417;55809003300;7003930224;","Biodiversity and its assessment in boreal and nemoral forests",2001,"Scandinavian Journal of Forest Research","16","1",,"10","26",,130,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000823877&partnerID=40&md5=cb9548f9f2d1eaddb935478280a2c5c1","Department of Ecology, University of Lund, Ecology Building, SE-223 62 Lund, Sweden; Swedish University of Agricultural Sciences, Southern Swedish Forest Research Centre, P.O. Box 49, SE-230 53 Alnarp, Sweden","Nilsson, S.G., Department of Ecology, University of Lund, Ecology Building, SE-223 62 Lund, Sweden; Hedin, J., Department of Ecology, University of Lund, Ecology Building, SE-223 62 Lund, Sweden; Niklasson, M., Swedish University of Agricultural Sciences, Southern Swedish Forest Research Centre, P.O. Box 49, SE-230 53 Alnarp, Sweden","We review species richness in major organism groups, mainly using examples from northern Europe. A high proportion of these species is forest living, and large numbers are dependent on decaying wood. Biodiversity can be assessed at various scales using two different principles. One is to use features, such as ancient and dead trees, known to be important for a large number of species. The other method is to choose species or groups of species known to indicate high biodiversity or presence of many red-listed species. We argue that any serious biodiversity assessment method should include the most species rich organism groups, for example insects. In the present paper we point out the most important features for high biodiversity (old trees and large dead trees), and review the quantities of these features in near-virgin forests. The natural disturbance regime of a region should be the basis for defining a suitable scale and the appropriate features for biodiversity assessment. Possible indicator species for high biodiversity in northern Europe are suggested, based on previous investigations. Among epiphytic lichens and wood-living beetles there are many potentially useful species in addition to vascular plants in the nemoral forest. Among vertebrates, woodpeckers and grouses seem to be the most useful. Validation tests for indicator structures and species are largely lacking but urgently needed. The implications of possible delayed local extinctions are important to bear in mind when managing for sustainable forestry. The knowledge of forest history is useful when developing cost-efficient measures. © 2001 Taylor & Francis.","Ancient trees; Beetles; Dead trees; Disturbance regime; Epiphytic lichens; Forest fire; Forest structure; Indicator species; Red-listed species; Species richness",Article,"Final",,Scopus,2-s2.0-0000823877
"McIver J.D., Starr L.","7005056887;7007074047;","A literature review on the environmental effects of postfire logging",2001,"Western Journal of Applied Forestry","16","4",,"159","168",,79,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035473968&partnerID=40&md5=5aba3ff00edffeda388155b945c37888","Forest. and Range Sci. Laboratory, Pacific Northwest Research Station, 1401 Gekeler Lane, La Grande, OR 97850, United States","McIver, J.D., Forest. and Range Sci. Laboratory, Pacific Northwest Research Station, 1401 Gekeler Lane, La Grande, OR 97850, United States; Starr, L., Forest. and Range Sci. Laboratory, Pacific Northwest Research Station, 1401 Gekeler Lane, La Grande, OR 97850, United States","Literature on logging after wildfire is reviewed, with a focus on environmental effects of logging activity and the removal of large woody structure. As in unburned stands, log retrieval systems vary considerably in their immediate effect on soils in the postfire environment, with ground-based systems generally causing more disturbance than aerial systems. Timber harvest methods used by managers can mitigate erosion effects-for example, logging residue can decrease erosion by impeding overland flow. Ground disturbance from postfire logging can encourage establishment of different plant species (including nonnatives) and can influence the growth of trees. The removal of large woody structures typical in postfire logging operations can change plant species composition, reduce plant species richness, and increase conifer growth in the first years after logging, but can also reduce the probability that insect pest populations will build up and infest adjacent stands. Removal of large woody structures can cause declines in the abundance of several cavity-nesting bird species, including mountain bluebird, and black-backed, hairy, and three-toed woodpeckers; Lewis' woodpecker tends to increase after postfire logging. Overall, studies on the environmental effects of postfire logging are limited, arguing for the use of adaptive management to monitor effects of logging and to adjust practices accordingly. West. J. Appl. For.","Down wood; Fuel; Habitat structure; Hydrology; Postfire logging; Salvage harvest; Sediment yield; Wildfire; Wildlife habitat",Review,"Final",,Scopus,2-s2.0-0035473968
"Saenz D., Conner R.N., Rudolph D.C., Engstrom R.T.","7003784591;7102473311;7101736082;7005527555;","Is a ""hands-off"" approach appropriate for red-cockaded woodpecker conservation in twenty-first-century landscapes?",2001,"Wildlife Society Bulletin","29","3",,"956","966",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034766972&partnerID=40&md5=174e43f0695d658716e6459d43f33424","Wildlife Habitat/Silviculture Lab., Southern Research Station, U.S. Dept. of Agric. Forest Service, Nacogdoches, TX 75962, United States","Saenz, D., Wildlife Habitat/Silviculture Lab., Southern Research Station, U.S. Dept. of Agric. Forest Service, Nacogdoches, TX 75962, United States; Conner, R.N., Wildlife Habitat/Silviculture Lab., Southern Research Station, U.S. Dept. of Agric. Forest Service, Nacogdoches, TX 75962, United States; Rudolph, D.C., Wildlife Habitat/Silviculture Lab., Southern Research Station, U.S. Dept. of Agric. Forest Service, Nacogdoches, TX 75962, United States; Engstrom, R.T., Wildlife Habitat/Silviculture Lab., Southern Research Station, U.S. Dept. of Agric. Forest Service, Nacogdoches, TX 75962, United States","The endangered red-cockaded woodpecker (Picoides borealis) is well adapted to fire-maintained pine ecosystems of the southeastern United States. Management practices vary greatly among land ownerships. In some wilderness areas and state parks, a ""no management"" policy has eliminated use of prescribed fire, artificial cavities, and woodpecker translocation, tools that have proved effective elsewhere in recovering woodpecker populations. We compared forests with essentially ""no management"" to actively managed forests of similar tree ages and similar red-cockaded woodpecker population demographics. We also compared sites that had received no management in the past to the same sites after management. In every case, populations in forests that did not use state-of-the-art management for woodpeckers declined severely compared to those in managed forests. Because managed forests typically used all available management techniques concurrently, it was not possible to separate and rank effectiveness of specific management activities. One exception was the Wade Tract in Georgia, where prescribed fire was the primary activity for herbaceous layer and hardwood management in a high-density, stable woodpecker population. Wilderness areas, which are intended to be pristine places that preserve biodiversity, are losing red-cockaded woodpeckers, a keystone species in the ecosystem, at an alarming rate. Collectively, 9 groups of red-cockaded woodpeckers were present in 4 wilderness areas in Texas national forests in 1983. At the close of the millennium, only one woodpecker group remained and its continued existence is unlikely without management. The very fragmented features of present-day landscapes and intervention by humans impair the effectiveness of natural disturbance processes, primarily growing-season fire, that historically produced and maintained open pine savannas with grass-forb herbaceous layers in the pre-Columbian forests of the southeastern U.S.; therefore, active management must be used if the red-cockaded woodpecker is to persist.","Fire-maintained ecosystems; Picoides borealis; Red-cockaded woodpecker; Wilderness",Article,"Final",,Scopus,2-s2.0-0034766972
"Saab V.A., Vierling K.T.","6603192299;6602257928;","Reproductive success of Lewis's Woodpecker in burned pine and cottonwood riparian forests",2001,"Condor","103","3",,"491","501",,47,"10.1650/0010-5422(2001)103[0491:RSOLSW]2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034863367&doi=10.1650%2f0010-5422%282001%29103%5b0491%3aRSOLSW%5d2.0.CO%3b2&partnerID=40&md5=f878b6f21ec21a5ed6fb1f8deceb7e55","USDA Forest Service, Rocky Mountain Research Station, 316 E. Myrtle Street, Boise, ID 83702, United States","Saab, V.A., USDA Forest Service, Rocky Mountain Research Station, 316 E. Myrtle Street, Boise, ID 83702, United States; Vierling, K.T., USDA Forest Service, Rocky Mountain Research Station, 316 E. Myrtle Street, Boise, ID 83702, United States","Lewis's Woodpecker (Melanerpes lewis) has been characterized as a ""burn specialist"" because of its preference for nesting within burned pine forests. No prior study, however, has demonstrated the relative importance of crown-burned forests to this woodpecker species by examining its reproductive success in different forest types. We studied breeding Lewis's Woodpeckers in cottonwood (Populus fremontii) riparian forest patches of Colorado and crown-burned ponderosa pine (Pinus ponderosa) forests of Idaho to compare their reproductive success, productivity, and potential source-sink status in the two forest types. Daily nest survival rates were significantly lower in cottonwood compared to burned pine forests. Nesting success was 46% (n = 65) in cottonwood forests and 78% (n = 283) in burned pine forests. Proportion of nests destroyed by predators was significantly higher in cottonwood forests (34%) compared to burned pine forests (16%). We consistently found crown-burned forests to be potential source habitat, whereas cottonwood riparian sites were more often concluded to be potential sink habitat. Cottonwood riparian forests were surrounded primarily by an agricultural landscape where the composition and abundance of nest predators was likely very different than the predator assemblage occupying a large-scale burn in a relatively natural landscape. Conversion of riparian and adjacent grassland landscapes to agriculture and prevention of wildfire in ponderosa pine forests have likely reduced nesting habitat for this species. Prescribed understory fire is the prevailing management tool for restoring ponderosa pine ecosystems. Conditions created by crown fire may be equally important in maintaining ponderosa pine systems and conserving nesting habitat for the Lewis's Woodpecker.","Crown-burned forests; Lewis's woodpecker; Melanerpes lewis; Nest success; Pinus ponderosa; Populus fremontii; Source-sink habitats",Article,"Final",,Scopus,2-s2.0-0034863367
