Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"McHugh C.W., Kolb T.E., Wilson J.L.","7006690675;7007110436;55495804900;","Bark beetle attacks on ponderosa pine following fire in northern Arizona",2003,"Environmental Entomology","32","3",,"510","522",,106,"10.1603/0046-225X-32.3.510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037625260&doi=10.1603%2f0046-225X-32.3.510&partnerID=40&md5=988feb3aa9ef9a1b28dba078cd0c7642","USDA Forest Service, Rocky Mountain Research Station, Fire Sciences Laboratory, Missoula, MT 59807, United States; School of Forestry, Northern Arizona University, Flagstaff, AZ 86011-5018, United States; USDA Forest Service, CFFHP Northern Region, Coeur d'Alene, ID 83815-8363, United States","McHugh, C.W., USDA Forest Service, Rocky Mountain Research Station, Fire Sciences Laboratory, Missoula, MT 59807, United States; Kolb, T.E., School of Forestry, Northern Arizona University, Flagstaff, AZ 86011-5018, United States; Wilson, J.L., USDA Forest Service, CFFHP Northern Region, Coeur d'Alene, ID 83815-8363, United States","There is little quantitative information on relationships between insect attacks and fire damage for ponderosa pine, Pinus ponderosa Douglas ex Lawson, in the southwestern United States. Tree mortality and insect attacks were measured on 1,367 trees for three years after a spring wildfire (4 May 1996), a summer wildfire (20 June 1996), and a fall prescribed fire (9 September 1995) in northern Arizona. Western pine beetle, Dendroctonus brevicomis LeConte, mountain pine beetle, D. ponderosae Hopkins, roundheaded pine beetle, D. adjunctus Blandford, red turpentine beetle, D. valens LeConte, Ips species, and wood borers in the Buprestidae and Cerambycidae families were found in fire-damaged trees. The most frequently occurring insects, listed from most to least frequent, were wood borers, red turpentine beetle, Ips spp., western pine beetle, roundheaded pine beetle, and mountain pine beetle. Trees attacked by Dendroctonus and Ips spp. as a group had more crown damage from fire than unattacked trees. The percentage of trees attacked by Dendroctonus and Ips species was lowest during the fall fire (11%, 25 of 222 trees), intermediate during the summer fire (19%, 154 of 833 trees), and highest during the spring fire (41%, 127 of 312 trees). More than one-half of all wood borer colonization (58%) and attacks by western pine beetle (68%), roundheaded pine beetle (56%), and Ips spp. (66%) occurred in the first year after the fire. Measures of tree damage from fire and insect attacks were used to develop logistic regression models of tree mortality to quantitatively investigate factors that influenced tree mortality. Tree mortality 3 yr postfire was low until crown damage by fire exceeded 70-80% for unattacked trees, 40-50% for trees with partial attacks by Dendroctonus and Ips species, and 30-40% for trees with mass attacks. We concluded that several Dendroctonus and Ips species colonize fire-damaged ponderosa pines in northern Arizona and colonization is promoted by heavy crown damage from fire.","Dendroctonus; Ips; Logistic regression; Pinus ponderosa; Tree mortality",Article,Open Access,Scopus,2-s2.0-0037625260
"Grove S., Meggs J.","7006369664;6603195281;","Coarse woody debris, biodiversity and management: A review with particular reference to Tasmanian wet eucalypt forests",2003,"Australian Forestry","66","4",,"258","272",,49,"10.1080/00049158.2003.10674920","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347603433&doi=10.1080%2f00049158.2003.10674920&partnerID=40&md5=32b6db660a59f2de828154171adbac61","Division of Forest Research and Development, Forestry Tasmania, GPO Box 207, Hobart, TAS, 7001, Australia; Division of Forest Management, Forestry Tasmania, GPO Box 207, Hobart, TAS, 7001, Australia","Grove, S., Division of Forest Research and Development, Forestry Tasmania, GPO Box 207, Hobart, TAS, 7001, Australia; Meggs, J., Division of Forest Management, Forestry Tasmania, GPO Box 207, Hobart, TAS, 7001, Australia","This paper reviews the biodiversity conservation issues relating to management of coarse woody debris (CWD) in the wet eucalypt production forests of Tasmania, with particular emphasis on clearfell, burn and sow (CBS) silviculture and on fuelwood harvesting. CBS is the standard silvicultural system in these forests, while fuelwood harvesting, as currently proposed, would involve the recovery of a higher proportion of felled biomass than standard CBS, as well as some pre-existing CWD.Studies and practices from around the world are considered that have relevance to the temperate Australian forestry situation in general, and the Tasmanian situation in particular. The paper considers the ecological roles of CWD in natural forest ecosystems, emphasising its value as a key structural component and as habitat for biodiversity (especially invertebrates). Temporal continuity and spatial connectivity in supply of CWD, and presence of larger-diameter CWD, emerge as key factors determining community richness and composition. Whilst levels of CWD naturally fluctuate spatially and temporally in wet eucalypt forests, studies from northern temperate and boreal forests with similar dynamics demonstrate that, historically, management of native forests has tended to result in a gradual diminution of the CWD resource. Larger-diameter material is readily diminished through management, with potential consequences for dependent biodiversity.Suggested mitigation measures (landscape-level and coupe-level), to accommodate biodiversity concerns and avoid a long-term conservation management problem for forest managers in Tasmania, centre on two main concerns. One is the likelihood that current standard rotation lengths used in CBS are probably too short to allow for the recruitment of sufficient CWD to replace that which is lost through harvesting, regeneration burning and natural decomposition. The other concern is that fuelwood harvesting may significantly increase the impacts of CBS on biodiversity in general and on threatened species in particular. © 2003 Taylor & Francis Group, LLC.","Biodiversity; Clearcutting; Forest fires; Fuelwood; Invertebrates; Logging; Population dynamics; Reviews; Sclerophyllous forests; Tasmania; Wood residues",Article,,Scopus,2-s2.0-0347603433
"Mikusiński G., Angelstam P., Sporrong U.","6603552760;7003752140;6506506853;","Distribution of Deciduous Stands in Villages Located in Coniferous Forest Landscapes in Sweden",2003,"Ambio","32","8",,"520","526",,22,"10.1579/0044-7447-32.8.520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346306176&doi=10.1579%2f0044-7447-32.8.520&partnerID=40&md5=e1c000c553034bae38345e65d02e302d","Swed. Univ. of Agricultural Sciences, Sweden; Örebro University, Örebro, Sweden; Department of Natural Sciences, Centre for Landscape Ecology, Örebro University, SE-701 82 Örebro, Sweden; Stockholm University, Stockholm, Sweden; Department of Human Geography, Stockholm University, SE-106 91 Stockholm, Sweden","Mikusiński, G., Swed. Univ. of Agricultural Sciences, Sweden, Örebro University, Örebro, Sweden, Department of Natural Sciences, Centre for Landscape Ecology, Örebro University, SE-701 82 Örebro, Sweden; Angelstam, P., Department of Natural Sciences, Centre for Landscape Ecology, Örebro University, SE-701 82 Örebro, Sweden; Sporrong, U., Stockholm University, Stockholm, Sweden, Department of Human Geography, Stockholm University, SE-106 91 Stockholm, Sweden","Termination of fire along with active removal of deciduous trees in favor of conifers together with anthropogenic transformation of productive forest into agricultural land, have transformed northern European coniferous forests and reduced their deciduous component. Locally, however, in the villages, deciduous trees and stands were maintained, and have more recently regenerated on abandoned agricultural land. We hypothesize that the present distribution of the deciduous component is related to the village in-field/out-field zonation in different regions, which emerges from physical conditions and recent economic development expressed as land-use change. We analyzed the spatial distribution of deciduous stands in in-field and out-field zones of villages in 6 boreal/hemiboreal Swedish regions (Norrbotten, Ångermanland, Jämtland, Dalarna, Bergslagen, Småland). In each region 6 individual quadrates 5 x 5 km centered on village areas were selected. We found significant regional differences in the deciduous component (DEC) in different village zones. At the scale of villages Ångermanland had the highest mean proportion of DEC (17%) and Jämtland the lowest (2%). However, the amounts of the DEC varied systematically in in-field and out-field zones. DEC was highest in the in-field in the south (Småland), but generally low further north. By contrast, the amount of DEC in the out-field was highest in the north. The relative amount of DEC in the forest edge peaked in landscapes with the strongest decline in active agriculture (Ångermanland, Dalarna, Bergslagen). Because former and present local villages are vital for biodiversity linked to the deciduous component, our results indicate a need for integrated management of deciduous forest within entire landscapes. This study shows that simplified satellite data are useful for estimating the spatial distribution of deciduous trees and stands at the landscape scale. However, for detailed studies better thematic resolution is needed to determine biologically relevant differences in quality of deciduous stands.",,Article,,Scopus,2-s2.0-0346306176
"Hoyt J.S., Hannon S.J.","7103378769;7006730537;","Habitat associations of black-backed and three-toed woodpeckers in the boreal forest of Alberta",2002,"Canadian Journal of Forest Research","32","10",,"1881","1888",,77,"10.1139/x02-109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036433472&doi=10.1139%2fx02-109&partnerID=40&md5=f5abbcc13c21508af313f73f6ab3cc84","Department of Biological Sciences, University of Alberta, Edmonton, Alta. T6G 2E9, Canada","Hoyt, J.S., Department of Biological Sciences, University of Alberta, Edmonton, Alta. T6G 2E9, Canada; Hannon, S.J., Department of Biological Sciences, University of Alberta, Edmonton, Alta. T6G 2E9, Canada","Recent studies suggest that black-backed (Picoides arcticus) and three-toed woodpeckers (Picoides tridactylus) might decrease in abundance because of habitat loss from fire suppression and short-rotation logging in landscapes managed for forestry. We examined black-backed and three-toed woodpecker occupancy of stands in a 2-year post-fire forest, mature and old-growth spruce and pine forests, and six post-fire coniferous forests of different ages. Three-toeds were detected in old stands and in the 2-year-old burn, and their probability of occupancy of burned forests decreased between 3 and 8 years post-fire. Within 50 km of the 2-year-old burn, black-backs were only detected in the burn and not in old-growth or mature conifer stands. However, they did occupy old coniferous stands located 75 and 150 km from the recent burn. They had a similar probability of occupying stands in the 3-, 4-, and 8-year-old burns but were not detected in the 16-year-old burn. The persistence of three-toed woodpeckers in boreal Alberta will likely depend on the presence of both old-growth and recently burned coniferous forests or forests with old-growth structural characteristics. Black-backed woodpeckers appear to be more burn dependent than three-toeds, and their long-term persistence may depend on the frequency of recently burned forests within their dispersal range.",,Article,,Scopus,2-s2.0-0036433472
"Hermann S.M., Guyer C., Hardin Waddle J., Greg Nelms M.","7005887782;7004348379;15827798000;15827966700;","Sampling on private property to evaluate population status and effects of land use practices on the gopher tortoise, Gopherus polyphemus",2002,"Biological Conservation","108","3",,"289","298",,38,"10.1016/S0006-3207(02)00123-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036883822&doi=10.1016%2fS0006-3207%2802%2900123-4&partnerID=40&md5=212dbba2f7a103f5ff596333aebbc100","Tall Timbers Research Station, 13093 Henry Beadel Drive, Tallahassee, FL 32312, United States; Department of Biological Sciences, Funchess Hall, Auburn University, Auburn, AL 36849, United States","Hermann, S.M., Tall Timbers Research Station, 13093 Henry Beadel Drive, Tallahassee, FL 32312, United States, Department of Biological Sciences, Funchess Hall, Auburn University, Auburn, AL 36849, United States; Guyer, C., Department of Biological Sciences, Funchess Hall, Auburn University, Auburn, AL 36849, United States; Hardin Waddle, J., Tall Timbers Research Station, 13093 Henry Beadel Drive, Tallahassee, FL 32312, United States; Greg Nelms, M., Tall Timbers Research Station, 13093 Henry Beadel Drive, Tallahassee, FL 32312, United States","Although private properties are predicted to play an increasingly significant role in conservation, surveys of species of special concern are rare on these lands. We created a template for a multi-county survey of randomly selected sites and sampled for burrows of the gopher tortoise (Gopherus polyphemus) in south-central Georgia, USA. Current land use was strongly correlated with tortoise population condition. The highest densities of tortoise burrows were found on lands with open-canopied pine stands that were managed with prescribed fire, a practice associated with types of selection forestry and/or wildlife management. Agricultural sites and unburned areas provided poor habitat and pine plantations were only slightly better. Our estimates of tortoise population densities indicated that the current landscape supports less than 20% of the animals present before implementation of modern land use practices. In addition, our estimate for density of active burrows was approximately one third of that projected for the entire state range 20 years ago by Auffenberg and Franz [Auffenberg, W., Franz, R., 1982. The status and distribution of the gopher tortoise (Gopherus polyphemus). In: Bury, R.B. (Ed.), North American Tortoises: Conservation and Ecology (US Fish and Wildlife Service Wildlife Research Report 12). pp. 95-126]. However, some good sites for gopher tortoises remain in south Georgia and our data also suggested that extraordinary conservation actions may not be required if ways can be developed to retain traditional land management practices on private property. © 2002 Elsevier Science Ltd. All rights reserved.","Fire; Gopherus; Land management; Private property; Status survey",Article,,Scopus,2-s2.0-0036883822
"Kotliar N.B., Hejl S.J., Hutto R.L., Saab V.A., Melcher C.P., McFadzen M.E.","6603926253;6603653712;6603948267;6603192299;7006856318;36776779000;","Effects of fire and post-fire salvage logging on avian communities in conifer-dominated forests of the western United States",2002,"Studies in Avian Biology",,"25",,"49","64",,91,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036974845&partnerID=40&md5=08aa9759f10459bde9618ec652396de8","USDA Forest Service, Rocky Mountain Research Station, P. O. Box 8089, Missoula, MT 59807, United States; Sierra Nevada Framework Project, 801 I St., Sacramento, CA 95814, United States; Dept. of Wildlife/Fisheries Sciences, 2258 TAMU, Texas A and M University, College Station, TX 77843-2258, United States; Division of Biological Sciences, University of Montana, Missoula, MT 59812, United States; U.S. Geological Survey, Fort Collins Science Center, Bldg C, 2150 Centre Avenue, Fort Collins, CO 80526-8818, United States; USDA Forest Service, Rocky Mountain Research Station, 316 E. Myrtle St., Boise, ID 83702, United States","Kotliar, N.B., U.S. Geological Survey, Fort Collins Science Center, Bldg C, 2150 Centre Avenue, Fort Collins, CO 80526-8818, United States; Hejl, S.J., USDA Forest Service, Rocky Mountain Research Station, P. O. Box 8089, Missoula, MT 59807, United States, Sierra Nevada Framework Project, 801 I St., Sacramento, CA 95814, United States, Dept. of Wildlife/Fisheries Sciences, 2258 TAMU, Texas A and M University, College Station, TX 77843-2258, United States; Hutto, R.L., Division of Biological Sciences, University of Montana, Missoula, MT 59812, United States; Saab, V.A., USDA Forest Service, Rocky Mountain Research Station, 316 E. Myrtle St., Boise, ID 83702, United States; Melcher, C.P., U.S. Geological Survey, Fort Collins Science Center, Bldg C, 2150 Centre Avenue, Fort Collins, CO 80526-8818, United States; McFadzen, M.E., USDA Forest Service, Rocky Mountain Research Station, P. O. Box 8089, Missoula, MT 59807, United States","Historically, fire was one of the most widespread natural disturbances in the western United States. More recently, however, significant anthropogenic activities, especially fire suppression and silvicultural practices, have altered fire regimes; as a result, landscapes and associated communities have changed as well. Herein, we review current knowledge of how fire and post-fire salvaging practices affect avian communities in conifer-dominated forests of the western United States. Specifically, we contrast avian communities in (1) burned vs. unburned forest, and (2) unsalvaged vs. salvage-logged burns. We also examine how variation in burn characteristics (e.g., severity, age, size) and salvage logging can alter avian communities in burns. Of the 41 avian species observed in three or more studies comparing early post-fire and adjacent unburned forests, 22% are consistently more abundant in burned forests, 34% are usually more abundant in unburned forests, and 44% are equally abundant in burned and unburned forests or have varied responses. In general, woodpeckers and aerial foragers are more abundant in burned forest, whereas most foliage-gleaning species are more abundant in unburned forests. Bird species that are frequently observed in stand-replacement burns are less common in understory burns; similarly, species commonly observed in unburned forests often decrease in abundance with increasing burn severity. Granivores and species common in open-canopy forests exhibit less consistency among studies. For all species, responses to fire may be influenced by a number of factors including burn severity, fire size and shape, proximity to unburned forests, pre- and post-fire cover types, and time since fire. In addition, post-fire management can alter species' responses to burns. Most cavity-nesting species do not use severely salvaged burns, whereas some cavity-nesters persist in partially salvaged burns. Early post-fire specialists, in particular, appear to prefer unsalvaged burns. We discuss several alternatives to severe salvage-logging that will help provide habitat for cavity nesters. We provide an overview of critical research questions and design considerations crucial for evaluating the effects of prescribed fire and other anthropogenic disturbances, such as forest fragmentation. Management of native avifaunas may be most successful if natural disturbance regimes, including fire, are permitted to occur when possible. Natural fires could be augmented with practices, such as prescribed fire (including high-severity fire), that mimic inherent disturbance regimes.","Burn severity; Cavity-nesters; Fire effects; Fire suppression; Passerine birds; Prescribed fire; Salvage logging; Silviculture; Snags; Wildland fire; Woodpeckers",Conference Paper,,Scopus,2-s2.0-0036974845
"Axelsson A.-L., Östlund L., Hellberg E.","7102946832;7004153614;6603149730;","Changes in mixed deciduous forests of boreal Sweden 1866-1999 based on interpretation of historical records",2002,"Landscape Ecology","17","5",,"403","418",,57,"10.1023/A:1021226600159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036914153&doi=10.1023%2fA%3a1021226600159&partnerID=40&md5=53004e993698fe7b71db3bf95a332530","National Board of Forestry, S-551 83 Jönköping, Sweden; Dept. of Forest Vegetation Ecology, Swedish Univ. of Agric. Sciences, Umeå, Sweden","Axelsson, A.-L., National Board of Forestry, S-551 83 Jönköping, Sweden; Östlund, L., Dept. of Forest Vegetation Ecology, Swedish Univ. of Agric. Sciences, Umeå, Sweden; Hellberg, E., Dept. of Forest Vegetation Ecology, Swedish Univ. of Agric. Sciences, Umeå, Sweden","Current knowledge of patterns and abundance of deciduous trees in the pre-industrial landscape of boreal Sweden is limited. This is due to a dramatic transformation of the forest landscape during the last 100 years and the lack of representative forest reserves. We used historical records to study change in five mixed deciduous forests between 1866 and 1999. The results show that large changes occurred due to complex interactions between fire disturbance, fire suppression, logging and silviculture. Before fire suppression, the presence of deciduous trees was mainly determined by earlier fire influence. Later selective logging disturbed natural succession and favoured regeneration of deciduous trees. During the 20th century deciduous trees were removed by girdling, thinning and herbicide spraying. Much of the mixed deciduous stands changed to coniferous stands between 1906-15 and 1969-70, and then deciduous trees were totally removed from these stands between late 1960s and 1999. Today mixed deciduous forest occurs mainly in young stands and on other sites than previously. Our results also show that large coniferous trees and multi-aged forest occurred in all sites in the early 1900s. Most sites were dominated by coniferous species and forest dominated by deciduous trees occurred only in smaller areas. These results are not consistent with the current view that deciduous-dominated forest occupied substantial areas in boreal Sweden before fire suppression. Appropriate changes in forest management are discussed, as is the value of historical data in interpreting changes in forest landscapes.","Boreal; Deciduous trees; Fire; Forest history; Forest management; Land-use history; Logging; Regeneration; Restoration; Succession",Article,,Scopus,2-s2.0-0036914153
"D'Eon R.G., Glenn S.M., Parfitt I., Fortin M.-J.","6602569751;35352349900;57203257298;35568173200;","Landscape connectivity as a function of scale and organism vagility in a real forested landscape",2002,"Ecology and Society","6","2",,"","",,78,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-54249091289&partnerID=40&md5=16a5c9a6d83d9fd4bf276a2d2efeb26c","Department of Forest Sciences, University of British Columbia, Canada; Science Division, Gloucester County College, United Kingdom; Ian Parfitt Biogeographics, BC, Canada; Department of Zoology, University of Toronto, Canada","D'Eon, R.G., Department of Forest Sciences, University of British Columbia, Canada; Glenn, S.M., Science Division, Gloucester County College, United Kingdom; Parfitt, I., Ian Parfitt Biogeographics, BC, Canada; Fortin, M.-J., Department of Zoology, University of Toronto, Canada","Landscape connectivity is considered a vital element of landscape structure because of its importance to population survival. The difficulty surrounding the notion of landscape connectivity is that it must be assessed at the scale of the interaction between an organism and the landscape. We present a unique method for measuring connectivity between patches as a function of organism vagility. We used this approach to assess connectivity between harvest, old-growth, and recent wildfire patches in a real forested landscape in southeast British Columbia. By varying a distance criterion, habitat patches were considered connected and formed habitat clusters if they fell within this critical distance. The amount of area and distance to edge within clusters at each critical distance formed the basis of connectivity between patches. We then assessed landscape connectivity relative to old-growth associates within our study area based on species' dispersal abilities. Connectivity was greatest between harvest patches, followed by old-growth, and then wildfire patches. In old-growth patches, we found significant trends between increased connectivity and increased total habitat amount, and between decreased connectivity and increased old-growth harvesting. Highly vagile old-growth associates, such as carnivorous birds, perceive this landscape as connected and are able to access all patches. Smaller, less vagile species, such as woodpeckers, chickadees, and nuthatches, may be affected by a lack of landscape connectivity at the scale of their interaction with old-growth patches. Of particular concern is the northern flying squirrel (Glaucomys sabrinus), which we predict is limited in this landscape due to relatively weak dispersal abilities. Copyright © 2002 by the author(s). Published here under licence by The Resilience Alliance.",,Article,,Scopus,2-s2.0-54249091289
"Sánchez-Martínez G., Wagner M.R.","6508079830;7404050259;","Bark beetle community structure under four ponderosa pine forest stand conditions in northern Arizona",2002,"Forest Ecology and Management","170","1-3",,"145","160",,45,"10.1016/S0378-1127(01)00771-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037109082&doi=10.1016%2fS0378-1127%2801%2900771-X&partnerID=40&md5=c42f2c01de22e634210fc8d69e7e9fe0","School of Forestry, Northern Arizona University, P.O. Box 15018, Flagstaff, AZ 86011, United States; INIFAP-Campo Experimental de Pabellon, Km. 32.5 Carr. Aguascalientes, Pabellon de Arteaga Ags. CP 20660, Mexico","Sánchez-Martínez, G., School of Forestry, Northern Arizona University, P.O. Box 15018, Flagstaff, AZ 86011, United States, INIFAP-Campo Experimental de Pabellon, Km. 32.5 Carr. Aguascalientes, Pabellon de Arteaga Ags. CP 20660, Mexico; Wagner, M.R., School of Forestry, Northern Arizona University, P.O. Box 15018, Flagstaff, AZ 86011, United States","We studied the bark beetle guild (Coleoptera: Scolytidae) in the ponderosa pine forests of northern Arizona to explore if the species assemblages and relative abundance differ between managed and unmanaged stands. Four stand conditions were assessed: (1) unmanaged stands with high tree density, (2) thinned stands, (3) thinned and burned (with prescribed fire) stands and (4) stands that had been burned by stand replacing wildfires. The study was conducted in the ponderosa pine forests of the Coconino Plateau, northern Arizona. For several decades this area has been relatively free of bark beetle outbreaks despite the current overstocked condition of many stands. We found that a similar species assemblage composed of Dendroctonus frontalis, D. brevicomis, D. valens, D. approximatus, D. ponderosae, and Ips pini occurred across all four stand conditions over 3 years of study. The population levels of all these species were endemic across all stand conditions. The non-aggressive D. approximatus and D. valens were indicator species for thinned and unmanaged stands, respectively, but this was not consistent among years. The ambrosia beetle Gnathotrichus sp. and the bark beetle predator Enoclerus sp. consistently indicated stands burned by wildfire. In addition to our field experiment, we analyzed the historical pattern of attacks of bark beetles in our area of study. Our findings suggest that the pattern of attack of D. brevicomis (the only Dendroctonus species for which attacks have been reported) and Ips spp. has been through scattered small infestations in groups of 1-10 trees. Whereas small infestations by Ips spp. are increasing, those for D. brevicomis are decreasing. Although we agree that the high density stands in northern Arizona are in an ""unhealthy"" condition, our results do not show that they were supporting large bark beetle outbreaks. Our results challenge the theoretical assumptions about the relationship between stand structure, tree resistance and bark beetle performance. © 2002 Elsevier Science B.V. All rights reserved.","Bark beetles; Dendroctonus spp.; Forest health; Indicator species; Ponderosa pine; Stand structure",Article,,Scopus,2-s2.0-0037109082
"Shepperd W.D., Battaglia M.A.","56615831900;7201908390;","Ecology, silviculture, and management of Black Hills ponderosa pine",2002,"USDA Forest Service - General Technical Report RMRS-GTR",,"97 RMRS-GTR",,"1","117",,22,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247471284&partnerID=40&md5=1c0f19fd0ed75329fe18ce33752a030a","U.S. Forest Service, Rocky Mountain Research Station, Fort Collins, CO, United States; METI Corporation, Rocky Mountain Research Station, Fort Colline, CO, United States; Rocky Mountain Research Station, USDA Forest Service, Sustaining Alpine and Forest Ecosystems Under Atmospheric and Terrestrial Disturbances, 240 West Prospect Road, Fort Collins, CO 80526, United States","Shepperd, W.D., U.S. Forest Service, Rocky Mountain Research Station, Fort Collins, CO, United States, Rocky Mountain Research Station, USDA Forest Service, Sustaining Alpine and Forest Ecosystems Under Atmospheric and Terrestrial Disturbances, 240 West Prospect Road, Fort Collins, CO 80526, United States; Battaglia, M.A., METI Corporation, Rocky Mountain Research Station, Fort Colline, CO, United States, Rocky Mountain Research Station, USDA Forest Service, Sustaining Alpine and Forest Ecosystems Under Atmospheric and Terrestrial Disturbances, 240 West Prospect Road, Fort Collins, CO 80526, United States","This paper presents a broad-based synthesis of the general ecology of the ponderosa pine ecosystem in the Black Hills. This synthesis contains information and results of research on ponderosa pine from numerous sources within the Black Hills ecosystem. We discuss the silvical characteristics of ponderosa pine, natural disturbances that govern ecosystem processes, wildlife habitat and management, various silvicultural methods to manage ponderosa pine forests, and watershed management of the Black Hills.","Black hills; Disease; Ecology; Even-aged management; Fire history; Insects; Natural disturbance; Ponderosa pine; Reforestation; Silviculture; Snags; Uneven-aged management; Wildlife habitat",Article,,Scopus,2-s2.0-34247471284
"Tiedemann A.R., Woodard P.M.","7003957742;36862218200;","Multiresource effects of a stand-replacement prescribed fire in the Pinus contorta-Abies lasiocarpa vegetation zone of Central Washington",2002,"USDA Forest Service - General Technical Report PNW",,"535",,"22","26",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036046652&partnerID=40&md5=391df3a06f4fa627d2a046d97b55089e",,"Tiedemann, A.R.; Woodard, P.M.","A stand-replacement prescribed fire in an over-mature lodgepole pine (Pinus contorta Dougl. ex Loud.)-subalpine fir (Abies lasiocarpa (Hook.) Nutt.) stand (snag area) and in a mature lodgepole pine thicket (thicket area) resulted in lower plant diversity within the first year after burning, and as fire energy outputs increased, postburn plant cover and diversity decreased. There was no reestablishment of the original plant cover where total heat output exceeded 100 000 kcal/m2. Apparently, most plants in this habitat were not fire resistant. Postfire recovery appears to depend on immigration of seeds from adjacent unburned areas or on seeds and rhizomes that survive on unburned microsites (refugia) within the burn. After fire, temperatures increased in the forest floor fermentative layer (FL) (10 to 19 °C) and upper 10 cm of the soil layer (SL) (3 to 7 °C) on several dates in summer 1976. Increased pH levels in FL (about 2 units) and SL (about 0.5 unit) after burning provided an improved environment for bacterial development, and counts of total bacteria and proteolytic bacteria both increased. Both nitrogen fixation and nitrification were increased after burning. Despite the apparent increase in microbiological activity, microbial respiration declined after burning-apparently because of reduced forest floor organic carbon energy reservoir. Diversity of birds increased the year after burning. New species of birds included hairy woodpecker (Picoides villosus), black-backed woodpecker (Picoides arcticus), three-toed woodpecker (Picoides tridactylus), common flicker (Colaptes auratus), and mountain bluebird (Sialia currucoides). Numbers of needle-foraging species, such as Townsend's warbler (Dendroica townsendi), hermit thrush (Catharus guttatus), golden-crowned kinglet (Regulus satrapa), and western tanager (Piranga ludoviciana), declined or were absent after fire. Responses of small mammals to fire were not definitive, but there was a marked decline in Townsend's chipmunk (Tamias townsendii) after burning. In the first year after burning, forage for elk (Cervus elaphus) in the burned area was higher in crude protein than in unburned areas, but low productivity and distance from water diminished the value of the burned area for elk.","Birds; Downed wood; Elk; Forest floor; Forest succession; Fuels; Microbial populations; Nitrification; Nitrogen fixation; Small mammals; Snags; Soil physical properties; Understory vegetation; Wildlife",Article,,Scopus,2-s2.0-0036046652
"Keith E.L., Carrie N.R.","7003602122;6602170423;","Effects of fire on two pitcher plant bogs with comments on several rare and interesting plants",2002,"SIDA, Contributions to Botany","20","1",,"387","395",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037135447&partnerID=40&md5=75b139b5543e8768c5b26ea40f3fb496","Raven Environmental Services Inc., P.O. Box 6482, Huntsville, TX 77342, United States","Keith, E.L., Raven Environmental Services Inc., P.O. Box 6482, Huntsville, TX 77342, United States; Carrie, N.R., Raven Environmental Services Inc., P.O. Box 6482, Huntsville, TX 77342, United States","Pitcher plant bogs require frequent fires to prevent encroachment of woody vegetation. Little information is available on the relative effectiveness of growing-season burns for maintaining plant communities in bogs and reducing woody encroachment. In this study, the effects of growing-season and dormant-season burns on plant communities were assessed in two pitcher-plant bogs on the Peason Ridge Military Reservation in western Louisiana. Measurements were collected every month from March through November 1996 and from March through October 1997. Floristic composition and forb and woody plant density were determined in both bogs. Both bogs had been burned on 3-year rotations in the dormant season for approximately 20 years. One bog, hereafter Coneflower bog, was burned during the dormant season in December 1995 and is approximately 0.8 hectare (ha). The other bog, Woodpecker bog, was burned during the growing season in August 1996 and is approximately 0.7 ha. Over both years, we found 98 plant species in both bogs together with 94 of the 98 species in Coneflower bog and 90 of the 98 species in Woodpecker bog. No species were eliminated from either bog after the fires. In addition, all species that were present after the growing season fire in Woodpecker bog had been present before the fire. However, several species were much more abundant after the fire than before the fire. The study also contains comments on the occurrence of several rare and interesting species encountered during this study including Sabine coneflower (Rudbeckia scabrifolia), Texas pipewort (Eriocaulon texense), Red-top panicum (Panicum rigidulum var. combsii), Slender panicum (Panicum tenerum), Beakrush (Rhynchospora chalarocephala), Drummond's yellow-eyed grass (Xyris drummondii), and Rough-leaved yellow-eyed grass (Xyris scabrifolia).",,Article,,Scopus,2-s2.0-0037135447
