PT	AN	DT	TI	FT	AU	CA	SO	VL	IS	PS	PY	PD	LA	U1	U2	AB	A2	C1	RI	OI	MH	SS	ID	SD	GN	CN	NM	SF	SC	SN	JC	PA	GI	OB	SA	IV	NR	RC	NO	PE	NT	DI	UT	OA	HC	HP	DA
J	19263891	Journal Article; Research Support, Non-U.S. Gov't	Testing hypotheses associated with bird responses to wildfire.		Lindenmayer, David B; Wood, Jeff T; Cunningham, Ross B; MacGregor, Christopher; Crane, Mason; Michael, Damian; Montague-Drake, Rebecca; Brown, Darren; Muntz, Rachel; Gill, A Malcolm		Ecological applications : a publication of the Ecological Society of America	18	8	1967-83	2008	2008 Dec	English	2	34	Disturbance is a key ecological process influencing the distribution and abundance of many elements of the earth's biota. Predicting the response of biota to disturbance is therefore important, but it nevertheless remains difficult to make accurate forecasts of response. We tested predictions from disturbance-related theories and concepts in 10 vegetation types at Booderee National Park (southeastern Australia) using a retrospective study of bird responses to fire history (over 35 years) on 110 sites and a prospective study following a single wildfire event in 2003 at 59 of these sites. Our data did not support predictions from the intermediate-disturbance hypothesis; observed bird species richness at a site was significantly (F(1,99) = 6.30, P = 0.014) negatively related to the number of fires since 1972 and was 8.7% lower (95% CI, 1.8-15.1%) for each additional fire. In contrast to fire history effects, we found that after the 2003 fire, the vast majority of individual species and the bird assemblage per se in most vegetation types recovered within two years. Thus, recovery after a single fire did not reflect long-term effects of multiple fires on overall bird species richness at a site. We postulated that the recovery of bird species richness and bird assemblage composition after the 2003 fire would be fastest in structurally simple vegetation types and slowest in structurally complex vegetation, but observed the opposite. Although observed bird species richness in vertically heterogeneous forest and woodland had returned to prefire levels by 2006, bird species richness in structurally simple vegetation types (e.g., sedgeland) had not. Postfire vegetation regeneration, together with a paucity of early-successional specialists, would explain the speed of recovery of the bird assemblage and why it changed relatively little during our investigation.		Fenner School of Environment and Society, Australian National University, Canberra, ACT 0200, Australia. david.lindenmayer@anu.edu.au	Lindenmayer, David/P-7183-2017	Lindenmayer, David/0000-0002-4766-4088	Animals. Australia. *Behavior, Animal. *Biodiversity. Birds / *physiology. *Fires. Geographic Information Systems. Population Density. Population Dynamics. Time Factors	Index Medicus							Behavioral Sciences; Biodiversity & Conservation; Zoology; Computer Science; Geography (provided by Clarivate Analytics)	1051-0761	9889808	United States			MEDLINE			 / 31 Mar 2009 / 06 Mar 2009				10.1890/07-1943.1	MEDLINE:19263891				2019-04-10
J	18486977	Journal Article; Research Support, Non-U.S. Gov't	Risk factors for seropositivity to H5 avian influenza virus in ostrich farms in the Western Cape Province, South Africa.		Thompson, Peter N; Sinclair, Marna; Ganzevoort, Boto		Preventive veterinary medicine	86	1-2	139-52	2008	2008 Aug 15 (Epub 2008 May 19)	English	0	10	In a 2005 serological survey, carried out in response to an outbreak of H5N2 avian influenza (AI) in ostriches in the Eastern Cape Province, 16.3% of ostrich farms in the Western Cape Province of South Africa were found to be seropositive to H5 AI virus. We subsequently carried out a questionnaire-based census survey on all available registered Western Cape ostrich farms that still existed at the end of 2005 (367 farms, of which 82 were seropositive), in order to identify risk factors associated with farm-level seropositivity. A farm was classified as seropositive for H5 AI virus if one or more birds had tested positive (haemagglutination inhibition titre >1:16) in the 2005 survey, which had been designed to detect a minimum within-group seroprevalence of 10%. For each farm, risk factor information was collected using a questionnaire administered during a face-to-face interview with each farm owner or manager. Information was obtained on the ostrich population, movements of birds, environmental factors, management practices, and frequency of contact between ostriches and various wild bird species. Multiple logistic regression models were developed for the whole Western Cape Province and also for the two largest ostrich farming regions, "Klein Karoo" and "Southern Cape". Seroprevalence differed between regions, being highest in the Klein Karoo (31.6%). In all three models, increased risk of farm-level H5 AI virus seropositivity was associated with increasing numbers of ostriches, excluding chicks, present on the farm. Increased risk of seropositivity was associated with reduced frequency of cleaning of feed troughs (<1x/week vs. >1x/week), both overall (odds ratio (OR)=4.5; 95% confidence interval (CI): 1.5, 13.3) and in the Southern Cape (OR=53.6; 95% CI: 3.3, 864), and with failure to clean and disinfect transport vehicles, both overall (OR=2.3; 95% CI: 1.1, 4.8) and in the Klein Karoo (OR=2.6; 95% CI: 1.1, 6.5). Increased risk of seropositivity was also associated with increasing frequency of contact of ostriches with certain wild bird species: overall with white storks (Ciconia ciconia), in the Southern Cape with gulls (Larus spp.), and in the Klein Karoo with Egyptian geese (Alopochen aegyptiaca).		Epidemiology Section, Department of Production Animal Studies, Faculty of Veterinary Science, University of Pretoria, Private Bag X04, Onderstepoort, South Africa. peter.thompson@up.ac.za	Thompson, Peter/J-2534-2013	Thompson, Peter/0000-0002-2268-9748	Animal Husbandry / *methods. Animals. Animals, Domestic / virology. Animals, Wild / virology. Antibodies, Viral / *blood. Female. Influenza A Virus, H5N2 Subtype / *immunology. Influenza in Birds / *epidemiology; *transmission. Male. Population Density. Risk Factors. Seasons. South Africa / epidemiology. Struthioniformes / *virology	Index Medicus				0 / Antibodies, Viral			Agriculture; Zoology; Immunology; Virology; Microbiology; Infectious Diseases; Environmental Sciences & Ecology (provided by Clarivate Analytics)	0167-5877	8217463	Netherlands			MEDLINE			 / 30 Sep 2008 / 17 Nov 2008		19 May 2008		10.1016/j.prevetmed.2008.03.011	MEDLINE:18486977				2019-04-10
J	18481516	Journal Article; Research Support, Non-U.S. Gov't	An experimental study of habitat selection by birds in a coffee plantation.		Cruz-Angon, Andrea; Sillett, T Scott; Greenberg, Russell		Ecology	89	4	921-7	2008	2008 Apr	English	1	37	Unique components of tropical habitats, such as abundant vascular epiphytes, influence the distribution of species and can contribute to the high diversity of many animal groups in the tropics. However, the role of such features in habitat selection and demography of individual species has not been established. Understanding the mechanisms of habitat selection requires both experimental manipulation of habitat structure and detailed estimation of the behavioral and demographic response of animals, e.g., changes in movement patterns and survival probabilities. Such studies have not been conducted in natural tropical forest, perhaps because of high habitat heterogeneity, high species diversity, and low abundances of potential target species. Agroforestry systems support a less diverse flora, with greater spatial homogeneity which, in turn, harbors lower overall species diversity with greater numerical dominance of common species, than natural forests. Furthermore, agroforestry systems are already extensively managed and lend themselves easily to larger scale habitat manipulations than protected natural forest. Thus, agroforestry systems provide a good model environment for beginning to understand processes underlying habitat selection in tropical forest animals. Here, we use multistate, capture-recapture models to investigate how the experimental removal of epiphytes affected monthly movement and survival probabilities of two resident bird species (Common Bush-Tanager [Chlorospingus ophthalmicus] and Golden-crowned Warbler [Basileuterus culicivorus]) in a Mexican shade coffee plantation. We established two paired plots of epiphyte removal and control. We found that Bush-Tanagers were at least five times more likely to emigrate from plots where epiphytes were removed compared to control plots. Habitat-specific movement patterns were not detected in the warbler. However, unlike the Golden-crowned Warbler, Common Bush-Tanagers depend upon epiphytes for nest sites and (seasonally) for foraging. These dispersal patterns imply that active habitat selection based on the presence or absence of epiphytes occurs in C. ophthalmicus on our study area. Survival rates did not vary with habitat in either species. Interestingly, in both species, survival was higher in the nonbreeding season, when birds were in mixed-species flocks. Movement by Common Bush-Tanagers into areas with epiphytes occurred mostly during the breeding season, when mortality-driven opportunity was greatest.		Instituto de Ecologia, A.C. Departamento de Ecologia Funcional, Xalapa, Veracruz, Mexico.	Sillett, Scott/N-2240-2017	Sillett, Scott/0000-0002-7486-0076	*Agriculture. Animals. Coffea / *physiology. *Ecosystem. Forestry. Songbirds / *physiology. Trees / physiology	Index Medicus							Agriculture; Plant Sciences; Environmental Sciences & Ecology; Forestry; Zoology (provided by Clarivate Analytics)	0012-9658	0043541	United States			MEDLINE			 / 28 Oct 2008 / 16 May 2008				10.1890/07-0164.1	MEDLINE:18481516				2019-04-10
J	18372564	Journal Article; Research Support, Non-U.S. Gov't	Pesticide treatments affect mountain pine beetle abundance and woodpecker foraging behavior.		Morrissey, Christy A; Dods, Patti L; Elliott, John E		Ecological applications : a publication of the Ecological Society of America	18	1	172-84	2008	2008 Jan	English	1	21	In British Columbia, Canada, management efforts used to control mountain pine beetle (Dendroctonus ponderosae Hopkins) outbreaks have included treatment of infested trees with an organic arsenic pesticide, monosodium methanearsonate (MSMA). Cumulative pesticide applications over a large geographic area have generated concerns about arsenic loading in the environment and potential toxicity to nontarget wildlife. We investigated woodpecker foraging patterns in infested stands with and without MSMA treatment using a combination of tree debarking indices, point count surveys, and radiotelemetry methods in addition to insect flight traps to measure mountain pine beetle emergence. Debarking indices indicated woodpecker foraging of MSMA-treated trees was significantly lower than nontreated trees in all sampling years. However, approximately 40% of MSMA trees had some evidence of foraging. Focal observations of foraging woodpeckers and point count surveys in MSMA treatment areas further confirmed that several species of woodpeckers regularly used MSMA stands during the breeding season. Radio-tagged Hairy (Picoides villosus) and Three-toed (Picoides dorsalis) Woodpeckers spent on average 13% and 23% (range 0-66%) of their time, respectively, in treated stands, despite the fact that these areas only comprised on average 1-2% of their core home range (1 km2). MSMA strongly reduced the emergence of several bark beetle (Coleoptera, Scolytidae) species including the mountain pine beetle, and there was a highly significant positive relationship between Dendroctonus beetle abundance and Three-toed Woodpecker abundance. This study identifies the potential negative impact that forest management practices using pesticides can have on woodpecker populations that depend on bark beetles and their host trees.		Environment Canada, Pacific Wildlife Research Centre, 5421 Robertson Road, Delta, British Columbia V4K3N2, Canada.		Morrissey, Christy/0000-0001-8128-4209	Animals. Birds / *physiology. Coleoptera / *drug effects; growth & development. Feeding Behavior / *drug effects. Pesticides / *pharmacology	Index Medicus				0 / Pesticides			Zoology; Pharmacology & Pharmacy; Behavioral Sciences (provided by Clarivate Analytics)	1051-0761	9889808	United States			MEDLINE			 / 03 Jun 2008 / 16 Nov 2017				10.1890/07-0015.1	MEDLINE:18372564				2019-04-10
J	17584369	Journal Article; Research Support, Non-U.S. Gov't	Inducing whole-assemblage change by experimental manipulation of habitat structure.		Mac Nally, Ralph; Horrocks, Greg		The Journal of animal ecology	76	4	643-50	2007	2007 Jul	English	0	20	1. Habitat structure long has been identified as a primary factor influencing local assemblage composition. Most evidence has been in the form of correlations of species occurrence and assemblage composition over a range of habitats, with experimental verification of relationships being relatively uncommon because of the difficulties of enacting precise manipulations of habitat structure. 2. Fallen timber (also known as coarse or large woody debris) is one of the few habitat-structural elements in forests and woodlands that can be manipulated with relatively high precision. We report on manipulations of wood-loads on 30 experimental 1-ha plots in floodplain forests of northern Victoria, Australia, over 4 years (one pre- and three post-manipulation). 3. We show that very high wood-loads (80 Mg ha(-1)) and intermediate wood-loads derived from tree crowns (40 Mg ha(-1)) increase species richness (all species and ground-foraging species) and numbers of birds (all species and ground-foraging species) relative to the control plots. 4. Three bird species consistently increased most following manipulations: white-plumed honeyeater Lichenostomus penicillatus (Gould 1837) (fam. Meliphagidae), brown treecreeper Climacteris picumnus (Temm. & Laug. 1824) (fam. Climacteridae) and yellow rosella Platycercus elegans flaveolus (Gould 1837) (fam. Psittacidae). The honeyeater is not considered as a ground or fallen timber dependent species, while the treecreeper and rosella both are regarded as being dependent on ground-layer structure. 5. Fallen timber management needs to be considered in a landscape and temporal context for improving conservation of avian biodiversity.		Australian Centre for Biodiversity: Analysis, Policy and Management, School of Biological Sciences, Monash University, Melbourne, Victoria 3800, Australia. Ralph.MacNally@sci.monash.edu.au	Mac Nally, Ralph/A-5262-2008		Animals. Australia. Bayes Theorem. *Biodiversity. Birds / *physiology. Conservation of Natural Resources. *Ecosystem. Environment. Eucalyptus. Female. Forestry / *methods. Male. Population Dynamics. Reproduction / physiology. Species Specificity. *Trees / physiology	Index Medicus							Mathematics; Biodiversity & Conservation; Zoology; Environmental Sciences & Ecology; Plant Sciences; Forestry; Reproductive Biology; Immunology (provided by Clarivate Analytics)	0021-8790	0376574	England			MEDLINE			 / 25 Sep 2007 / 22 Jun 2007				10.1111/j.1365-2656.2007.01247.x	MEDLINE:17584369				2019-04-10
J	17489255	Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.	Avifaunal responses to fire in southwestern montane forests along a burn severity gradient.		Kotliar, Natasha B; Kennedy, Patricia L; Ferree, Kimberly		Ecological applications : a publication of the Ecological Society of America	17	2	491-507	2007	2007 Mar	English	0	31	The effects of burn severity on avian communities are poorly understood, yet this information is crucial to fire management programs. To quantify avian response patterns along a burn severity gradient, we sampled 49 random plots (2001-2002) at the 17351-ha Cerro Grande Fire (2000) in New Mexico, USA. Additionally, pre-fire avian surveys (1986-1988, 1990) created a unique opportunity to quantify avifaunal changes in 13 pre-fire transects (resampled in 2002) and to compare two designs for analyzing the effects of unplanned disturbances: after-only analysis and before-after comparisons. Distance analysis was used to calculate densities. We analyzed after-only densities for 21 species using gradient analysis, which detected a broad range of responses to increasing burn severity: (I) large significant declines, (II) weak, but significant declines, (III) no significant density changes, (IV) peak densities in low- or moderate-severity patches, (V) weak, but significant increases, and (VI) large significant increases. Overall, 71% of the species included in the after-only gradient analysis exhibited either positive or neutral density responses to fire effects across all or portions of the severity gradient (responses III-VI). We used pre/post pairs analysis to quantify density changes for 15 species using before-after comparisons; spatiotemporal variation in densities was large and confounded fire effects for most species. Only four species demonstrated significant effects of burn severity, and their densities were all higher in burned compared to unburned forests. Pre- and post-fire community similarity was high except in high-severity areas. Species richness was similar pre- and post-fire across all burn severities. Thus, ecosystem restoration programs based on the assumption that recent severe fires in Southwestern ponderosa pine forests have overriding negative ecological effects are not supported by our study of post-fire avian communities. This study illustrates the importance of quantifying burn severity and controlling confounding sources of spatiotemporal variation in studies of fire effects. After-only gradient analysis can be an efficient tool for quantifying fire effects. This analysis can also augment historical data sets that have small samples sizes coupled with high non-process variation, which limits the power of before-after comparisons.		U.S. Geological Survey, Fort Collins, Colorado 80526, USA. kotliart@usgs.gov	Kennedy, Patricia/I-4902-2015	Kennedy, Patricia/0000-0002-2090-1821	Animals. Birds / *physiology. Ecosystem. *Fires. New Mexico. Population Density. Population Dynamics. *Trees	Index Medicus							Zoology; Environmental Sciences & Ecology; Plant Sciences (provided by Clarivate Analytics)	1051-0761	9889808	United States			MEDLINE			 / 06 Jun 2007 / 10 May 2007				10.1890/06-0253	MEDLINE:17489255				2019-04-10
J	17143403	Journal Article; Research Support, Non-U.S. Gov't	Efficiency of playback for assessing the occurrence of five bird species in Brazilian Atlantic Forest fragments.		Boscolo, Danilo; Metzger, Jean Paul; Vielliard, Jacques M E		Anais da Academia Brasileira de Ciencias	78	4	629-44	2006	2006 Dec	English	1	26	Playback of bird songs is a useful technique for species detection; however, this method is usually not standardized. We tested playback efficiency for five Atlantic Forest birds (White-browed Warbler Basileuterus leucoblepharus, Giant Antshrike Batara cinerea, Swallow-tailed Manakin Chiroxiphia caudata, Whiteshouldered Fire-eye Pyriglena leucoptera and Surucua Trogon Trogon surrucura) for different time of the day, season of the year and species abundance at the Morro Grande Forest Reserve (South-eastern Brazil) and at thirteen forest fragments in a nearby landscape. Vocalizations were broadcasted monthly at sunrise, noon and sunset, during one year. For B. leucoblepharus, C. caudata and T. surrucura, sunrise and noon were more efficient than sunset. Batara cinerea presented higher efficiency from July to October. Playback expanded the favourable period for avifaunal surveys in tropical forest, usually restricted to early morning in the breeding season. The playback was efficient in detecting the presence of all species when the abundance was not too low. But only B. leucoblepharus and T. surrucura showed abundance values significantly related to this efficiency. The present study provided a precise indication of the best daily and seasonal periods and a confidence interval to maximize the efficiency of playback to detect the occurrence of these forest species.		Departamento de Ecologia, Instituto de Biociencias, Universidade de Sao Paulo, Sao Paulo, SP, Brazil.	Metzger, Jean Paul/C-2514-2012; Boscolo, Danilo/F-7615-2010; IB/USP, Ecologia/F-8692-2017	Metzger, Jean Paul/0000-0002-0087-5240; Boscolo, Danilo/0000-0002-0741-501X; 	Animals. Brazil. Male. Reproducibility of Results. Seasons. Songbirds / *classification; physiology. Trees. *Vocalization, Animal. Zoology / methods	Index Medicus							Environmental Sciences & Ecology; Zoology; Plant Sciences; Behavioral Sciences (provided by Clarivate Analytics)	0001-3765	7503280	Brazil			MEDLINE			 / 30 Jul 2007 / 04 Dec 2006				10.1590/S0001-37652006000400003	MEDLINE:17143403	DOAJ Gold			2019-04-10
J	17069365	Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.	Should heterogeneity be the basis for conservation? Grassland bird response to fire and grazing.		Fuhlendorf, Samuel D; Harrell, Wade C; Engle, David M; Hamilton, Robert G; Davis, Craig A; Leslie, David M Jr		Ecological applications : a publication of the Ecological Society of America	16	5	1706-16	2006	2006 Oct	English	15	172	In tallgrass prairie, disturbances such as grazing and fire can generate patchiness across the landscape, contributing to a shifting mosaic that presumably enhances biodiversity. Grassland birds evolved within the context of this shifting mosaic, with some species restricted to one or two patch types created under spatially and temporally distinct disturbance regimes. Thus, management-driven reductions in heterogeneity may be partly responsible for declines in numbers of grassland birds. We experimentally altered spatial heterogeneity of vegetation structure within a tallgrass prairie by varying the spatial and temporal extent of fire and by allowing grazing animals to move freely among burned and unburned patches (patch treatment). We contrasted this disturbance regime with traditional agricultural management of the region that promotes homogeneity (traditional treatment). We monitored grassland bird abundance during the breeding seasons of 2001-2003 to determine the influence of altered spatial heterogeneity on the grassland bird community. Focal disturbances of patch burning and grazing that shifted through the landscape over several years resulted in a more heterogeneous pattern of vegetation than uniform application of fire and grazing. Greater spatial heterogeneity in vegetation provided greater variability in the grassland bird community. Some bird species occurred in greatest abundance within focally disturbed patches, while others occurred in relatively undisturbed patches in our patch treatment. Henslow's Sparrow, a declining species, occurred only within the patch treatment. Upland Sandpiper and some other species were more abundant on recently disturbed patches within the same treatment. The patch burn treatment created the entire gradient of vegetation structure required to maintain a suite of grassland bird species that differ in habitat preferences. Our study demonstrated that increasing spatial and temporal heterogeneity of disturbance in grasslands increases variability in vegetation structure that results in greater variability at higher trophic levels. Thus, management that creates a shifting mosaic using spatially and temporally discrete disturbances in grasslands can be a useful tool in conservation. In the case of North American tallgrass prairie, discrete fires that capitalize on preferential grazing behavior of large ungulates promote a shifting mosaic of habitat types that maintain biodiversity and agricultural productivity.		Rangeland Ecology and Management, Department of Plant and Soil Sciences, Oklahoma State University, Stillwater 74078-6028, USA. sam.fuhlendorf@okstate.edu	Fuhlendorf, Samuel/A-2931-2011	Fuhlendorf, Samuel/0000-0002-8726-9402	*Agriculture. Animals. Birds / *physiology. Cattle. Conservation of Natural Resources / *methods. *Ecosystem. *Fires. Poaceae. Population Density. Population Dynamics	Index Medicus							Agriculture; Zoology; Environmental Sciences & Ecology; Plant Sciences (provided by Clarivate Analytics)	1051-0761	9889808	United States			MEDLINE			 / 29 Nov 2006 / 30 Oct 2006				10.1890/1051-0761(2006)016[1706:SHBTBF]2.0.CO;2	MEDLINE:17069365				2019-04-10
J	21396005	Journal Article	A preliminary analysis of the response of an avian community to silvicultural treatments in the southern Cumberland Plateau, Alabama, USA.		Wang, Yong; Lesak, Adrian A; Felix, Zachary; Schweitzer, Callie Jo		Integrative zoology	1	3	126-9	2006	2006 Sep	English	0	4	We simulated a shelterwood forest regeneration treatment by reducing basal area, and monitored the response of an avian community in oak-hickory forest on the southern Cumberland Plateau, northern Alabama, USA. We used five treatments: control (no removal), clear-cut (100% removal), and 25, 50, and 75% removal of basal area. Territory mapping was used to quantify bird community between mid-April and July of both 2002 and 2003. Microclimate variables were recorded at each plot. The residual basal area and canopy cover showed three distinct conditions after treatment: closed canopy, open forest, and clear-cut. The microclimate varied among treatments: air temperature was highest in clear-cut plots and lowest in control plots, whereas soil moisture had the opposite pattern. A total of 71 bird species were detected, with 36 of them defending territories. Territory density, species richness, and Shannon diversity index differed among the treatments; the relationship between these bird community indices and the level of basal area removal was quadratic, lowest in the clear-cut plots and highest in the intermediate levels. Although species richness was similar among the control, 25, 50, and 75% removal treatments, species composition varied. The richness difference among treatments became smaller in the second year post-treatment (2003) with an increase in bird density and richness occurring in the clear-cut plots.		Center for Forestry and Ecology, Department of Plant and Soil Science, Alabama A&M University, Normal, Alabama, USA Ecology and Management of Southern Appalachian Hardwoods, Southern Research Station, Forest Service of the Department of Agriculture, Normal, Alabama, USA.												1749-4869	101492420	Australia			PubMed-not-MEDLINE			 / 02 Oct 2012 / 14 Mar 2011				10.1111/j.1749-4877.2006.00027.x	MEDLINE:21396005				2019-04-10
J	16903107	Journal Article; Research Support, Non-U.S. Gov't	Effects of restoring oak savannas on bird communities and populations.		Brawn, Jeffrey D		Conservation biology : the journal of the Society for Conservation Biology	20	2	460-9	2006	2006 Apr	English	2	68	Efforts to restore and maintain oak savannas in North America, with emphasis on the use of prescribed fire, have become common. Little is known, however about how restoration affects animal populations, especially those of birds. I compared the breeding densities, community structure, and reproductive success of birds in oak savannas maintained by prescribed fire (12 sites) with those in closed-canopy forests (13 sites). All sampling was conducted in Illinois (U.S.A.). Of the 31 bird species analyzed, 12 were more common in savannas, 14 were not affected by habitat structure, and 5 were more common in forest habitat. The species favored by disturbance and restoration included Northern Bobwhites (Colinus virginianus), Mourning Doves (Zenaida macroura), Red-headed Woodpeckers (Melanerpes erythrocephalus), Indigo Buntings (Passerina cyanea), and Baltimore Orioles (Icterus galbula). Those more common in closed-canopy forest included Ovenbirds (Seiurus aurocapilla) and Wood Thrushes (Hylocichla mustelina). Few species were unique to one type of habitat, but overall avian community structure in oak savannas and closed-canopy forests was generally distinctive. Estimates of nesting success (derived from 785 nests) revealed that 6 of the 13 species considered experienced greater productivity in the savanna habitat. Rates of brood parasitism were unaffected by restoration and habitat structure. Within savannas, tract size had little effect on breeding abundances and reproductive success. My results illustrate that restoration techniques can significantly affect the ecology of constituent animal populations and communities and have key implications regarding avian conservation and the management of forest habitat in fragmented landscapes. Small patches of forest habitat that regularly function as population sinks may offer far better prospects for birds if they are subjected to disturbance and ecosystem restoration.		Department of Natural Resources and Environmental Sciences and Program in Ecology and Evolutionary Biology, University of Illinois at Urbana-Champaign, 606 East Healey Street, Champaign, IL 61820-5502, USA. jbrawn@uiuc.edu			Animals. Birds / *physiology. Conservation of Natural Resources / *methods. *Ecosystem. Illinois. Population Density. Population Dynamics. *Quercus. Reproduction	Index Medicus							Zoology; Environmental Sciences & Ecology; Plant Sciences; Reproductive Biology (provided by Clarivate Analytics)	0888-8892	9882301	United States			MEDLINE			 / 12 Sep 2006 / 15 Nov 2006				10.1111/j.1523-1739.2006.00310.x	MEDLINE:16903107				2019-04-10
J	16903112	Journal Article	A multiscale method for selecting indicator species and priority conservation areas: a case study for broadleaved forests in Lombardy, Italy.		Bani, Luciano; Massimino, Dario; Bottoni, Luciana; Massa, Renato		Conservation biology : the journal of the Society for Conservation Biology	20	2	512-26	2006	2006 Apr	English	0	37	Our purpose was to define a quantitative and expeditious method to analyze the effects of processes that influence species distribution and abundance at different organizational scales. We considered habitat loss, the breaking apart of habitat patches, and habitat structural alteration critical processes that affect species distribution and abundance. We evaluated the effects of these processes by considering the response of selected indicator species to isolation (landscape scale), patch size and edge effect (patch scale), and habitat structure (plot scale). We used broadleaf forests as our case-study ecosystem and birds as indicator species. Faunal data came from a georeferenced, long-term, breeding-bird database, and environmental data were obtained from field surveys and land-use digital cartography Birds, grouped according to their sensitivity to patch isolation, patch size, edge effect, and habitat structure, indicated how environmental conditions affected species abundance. The most sensitive group to the above-mentioned processes included the Marsh Tit (Parus palustris), Nuthatch (Sitta curopaea), and Short-toed Treecreeper (Certhia brachydactyla). We evaluated the umbrella effect of these species for the conservation of the other co-occurring birds and found that their effectiveness varied according to the criterion used to select sites for protection. Site selection based on indicator species identified forest patches with greater species abundance than an alternative criterion that chose sites based on patch isolation and size, edge effect, and.forest structure. The alternative criterion, although not as efficient as indicator species, may nevertheless be useful and effective for conservation when faunal data are lacking and guidelines for habitat management or restoration are needed. Our method is applicable to other ecosystems and taxa because the processes we considered occur in many ecosystems and may have significant effects on species from all taxonomic groups.		Department of Environmental and Landscape Sciences, University of Milano-Bicocca, Piazza della Scienza 1, 1-20126 Milan, Italy. luciano.bani@unimib.it	Massimino, Dario/A-8113-2010; Bani, Luciano/M-9522-2016	Massimino, Dario/0000-0002-5855-4060; Bani, Luciano/0000-0001-5795-9499	Animals. Birds / physiology. Conservation of Natural Resources / *methods. Italy. Models, Biological. Population Dynamics. *Trees	Index Medicus							Zoology; Environmental Sciences & Ecology; Life Sciences & Biomedicine - Other Topics; Plant Sciences (provided by Clarivate Analytics)	0888-8892	9882301	United States			MEDLINE			 / 12 Sep 2006 / 07 Nov 2006				10.1111/j.1523-1739.2006.00331.x	MEDLINE:16903112				2019-04-10
J	16705988	Comparative Study; Journal Article; Research Support, U.S. Gov't, Non-P.H.S.	Songbird abundance and parasitism differ between urban and rural shrublands.		Burhans, Dirk E; Thompson, Frank R 3rd		Ecological applications : a publication of the Ecological Society of America	16	1	394-405	2006	2006 Feb	English	2	32	Many studies have examined differences in avian community composition between urban and rural habitats, but few, if any, have looked at nesting success of urban shrubland birds in a replicated fashion while controlling for habitat. We tested factors affecting nest survival, parasitism by the Brown-headed Cowbird (Molothrus ater), and species abundance in shrubland habitat in rural and urban landscapes. We found no support for our hypothesis that nest survival was lower in urban landscapes, but strong support for the hypothesis that survival increased with nest height. We found strong support for our hypothesis that cowbird parasitism was greater in urban than rural landscapes; parasitism in urban sites was at least twice that of rural sites. We found strong support for an urban landscape effect on abundance for several species; Northern Cardinal (Cardinalis cardinalis) and Brown-headed Cowbirds were more abundant in urban landscapes, whereas Field Sparrow (Spizella pusilla) and Blue-winged Warbler (Vermivora pinus) were more abundant in rural sites. There was support for lower abundances of Blue-gray Gnatcatcher (Polioptila caerulea) and Indigo Bunting (Passerina cyanea) with increased housing density. For six other species, edge and trail density or vegetation parameters best explained abundance. Lower abundances and greater parasitism in habitat patches in urban landscapes are evidence that, for some species, these urban landscapes do not fulfill the same role as comparable habitats in rural landscapes. Regional bird conservation planning and local habitat management in urban landscapes may need to consider these effects in efforts to sustain bird populations at regional and local scales.		Department of Fisheries and Wildlife Sciences, 202 Natural Resources Building, University of Missouri, Columbia, Missouri 65211, USA. burhansd@missouri.edu			Animals. Biodiversity. *Cities. Environment. *Forestry. Geography. Missouri. Nematoda / classification; *physiology. Nesting Behavior. Phylogeny. Population Dynamics. Predatory Behavior. Songbirds / classification; *physiology	Index Medicus							Biodiversity & Conservation; Environmental Sciences & Ecology; Forestry; Geography; Zoology; Behavioral Sciences; Genetics & Heredity; Evolutionary Biology (provided by Clarivate Analytics)	1051-0761	9889808	United States			MEDLINE			 / 26 Sep 2006 / 15 Nov 2006				10.1890/04-0927	MEDLINE:16705988				2019-04-10
