PT	UT	AN	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	U1	U2	AB	C1	EM	RI	OI	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA
J	BIOSIS:PREV199799823596	PREV199799823596		Meeting	Meeting Abstract	Disturbance frequency and temporal heterogeneity in grassland plant and bird communities		Collins, Scott L.									Bulletin of the Ecological Society of America		1997		78	4 SUPPL.	72	72		English		Annual Meeting of the Ecological Society of America held jointly with the Nature Conservancy on Changing Ecosystems: Natural and Human Influences	Albuquerque, New Mexico, USA	August 10-14, 1997		0	0		National Sci. Foundation, Arlington, VA 22230, USA						Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology	0012-9623				Biogeography (Population Studies); Ecology (Environmental Sciences)	00520, General biology - Symposia, transactions and proceedings; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 10610, External effects - Electric, magnetic and gravitational phenomena; 50528, Botany: general and systematic - Floristics and distribution	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird] [Aves]/Plantae; Plants; Plantae [11000]; [plant] [Plantae]									DISTURBANCE FREQUENCY; FIRE REGIME; GRASSLAND COMMUNITY; HABITAT STRUCTURE; INTERSPECIFIC INTERACTIONS; SPECIES COMPOSITION; SPECIES RICHNESS; TALLGRASS PRAIRIE; TEMPORAL HETEROGENEITY; TERRESTRIAL ECOLOGY				2019-04-10	
J	BIOSIS:PREV199799823805	PREV199799823805		Meeting	Meeting Abstract	Avian distributions along a fire history gradient: Implications for fire suppression and large-scale diversity		Henderson, Steven J.; Hansen, Andrew J.; Archer, Ryan									Bulletin of the Ecological Society of America		1997		78	4 SUPPL.	107	107		English		Annual Meeting of the Ecological Society of America held jointly with the Nature Conservancy on Changing Ecosystems: Natural and Human Influences	Albuquerque, New Mexico, USA	August 10-14, 1997		1	1		Montana State Univ., Bozeman, MT 59717, USA						Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology	0012-9623				Biogeography (Population Studies); Ecology (Environmental Sciences); Systematics and Taxonomy	00520, General biology - Symposia, transactions and proceedings; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 62518, Chordata: general and systematic - Aves; 62800, Animal distribution -	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird] [Aves]/Gymnospermae, Spermatophyta, Plantae; Gymnosperms, Plants, Spermatophytes, Vascular Plants; Coniferopsida [25102]; [Douglas-fir]					Montana; USA, North America; Nearctic region/USA; North America; Nearctic region				AVIAN; AVIAN DISTRIBUTION; BIRD ABUNDANCE; DEMOGRAPHY; FIRE HISTORY GRADIENT; FIRE SEVERITY; FIRE SUPPRESSION; LARGE-SCALE DIVERSITY; SPECIES RICHNESS; TERRESTRIAL ECOLOGY				2019-04-10	
J	BIOSIS:PREV199799548202	PREV199799548202		Article		Bird populations in shade and sun coffee plantations in Central Guatemala		Greenberg, Russel; Bichier, Peter; Angon, Andrea Cruz; Reitsma, Robert									Conservation Biology		1997		11	2	448-459	448	459	English						2	48	We studied the avifauna of sun and shade coffee plantations and associated mid-elevation habitats during the dry season of 1995. The three plantation types (Inga, Gliricidia, and sun) showed high faunistic similarities with each other and were both distinct and depauperate compared to matorral and forest patch habitats. Of all the coffee plantation habitats, Inga shade had the highest diversity. Species associated with wooded vegetation were more common in shade plantations, particularly in Inga. A second census showed a decline in bird numbers that was more pronounced in sun and Gliricidia than in Inga plantations. Overall, differences between the plantation types were small and all coffee plantations were less diverse than traditional coffee farms previously studied in nearby Chiapas, Mexico. The relatively low bird diversity was probably due to the low stature, low tree species diversity, and heavy pruning of the canopy. These features reflect management practices that are common throughout Latin America. The most common species of birds in all coffee plantation habitats were common second-growth or edge species; more specialized forest species were almost completely absent from plantations. Furthermore, many common matorral species were rare or absent from coffee plantations, even sun plantations with which matorral shares a similar superficial structure. Coffee plantations probably will only be important for avian diversity if a tall, taxonomically and structurally diverse canopy is maintained. We suggest this is most likely to occur on farms that are managed for a variety of products rather than those designated entirely for the production of coffee.	Smithsonian Migratory Bird Cent., National Zoological Park, Washington, DC 20008, USA						Biodiversity & Conservation; Environmental Sciences & Ecology; Agriculture	0888-8892		10.1046/j.1523-1739.1997.95464.x		Conservation; Ecology (Environmental Sciences); Horticulture (Agriculture)	00512, General biology - Conservation and resource management; 07508, Ecology: environmental biology - Animal; 10604, External effects - Light and darkness; 53012, Horticulture - Miscellaneous and mixed crops	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird] [Aves]					Central America; Neotropical region/Guatemala; Central America; Neotropical region				coffee production industry; AGRONOMY; CONSERVATION; FAUNISTIC SIMILARITY; SPECIES DIVERSITY				2019-04-10	
J	BIOSIS:PREV199800269578	PREV199800269578		Article		Population size, distribution and habitat selection of the Ortolan Bunting Emberiza hortuana in Norway		Dale, Svein; Hagen, Oyvind									Fauna Norvegica Series C Cinclus		1997		20	2	93-103	93	103	English	print					0	3	The Ortolan Bunting has recently been declared a directly threatened species in Norway. During the breeding seasons of 1996 and 1997 surveys were undertaken to obtain a reliable national population size estimate and knowledge of current distribution and habitat choice. The largest subpopulation breeds on a 9 km2 forest-fire site in Hedmark county which burned in 1976 and contained 49-52 males in 1996 and 46-50 males in 1997. More than one hundred lowland peat bogs were searched and Ortolan Buntings were found on 19 bogs (15 in Hedmark and 4 in Akershus counties). The number of males on each bog was 1-9 (median 3) and the total number of males recorded was 65 in 1997 when the most comprehensive peat bog search was done. Only 9 (in 1996) and 7 (in 1997) males in 8 mixed farmland localities in Telemark, Akershus and Oppland counties were found, even though mixed farmland traditionally has been the typical breeding habitat of Ortolan Buntings in Norway. The number of males in the whole of Norway was thus about 120 in known localities. A detectability test suggested that this may represent a total population of up to about 150 males. In the forest-fire locality many males remained unmated and the number of breeding pairs in Norway may therefore be <100. The surveys therefore show that the current population size of Ortolan Buntings in Norway is small and the species has a limited geographical distribution, indicating that the status 'directly threatened' is warranted. The species' vulnerability is further increased by the fact that >80% of the population is concentrated in only ten localities.	Dale, Svein; Agric. Univ. Norway, Dep. Biol. Nat. Conservation, P.O. Box 5014, N-1432 As, Norway						Biodiversity & Conservation	0332-7701				Wildlife Management (Conservation)	07518, Ecology: environmental biology - Wildlife management: terrestrial; 00512, General biology - Conservation and resource management; 62518, Chordata: general and systematic - Aves; 62800, Animal distribution -	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Emberiza-hortulana; Ortolan bunting; (male, threatened species)]					Norway; Europe; Palearctic region				geographic distribution; habitat selection; peat bog (habitat) ; population size				2019-04-10	
J	BIOSIS:PREV199799737281	PREV199799737281		Article		Temporal and spatial dynamics of beaver-created patches as influenced by management practices in a south-eastern North America landscape		Snodgrass, Joel W.									Journal of Applied Ecology		1997		34	4	1043-1056	1043	1056	English						3	28	1. Beavers create habitat diversity across catchment landscapes by impounding small streams. This increased habitat diversity leads to increased species richness of plants and animals in small streams. As managers work to balance conflicting management goals (e.g. protection of timber and human structures versus maintenance of biological diversity) the influence of beaver population management practices on habitat availability needs to be assessed. Two questions of initial concern are: (i) how do different levels of management influence the availability of beaver created habitats and (ii) do relationships developed in one region apply to other regions? 2. To address these questions, historical aerial photography was used to determine the extent and rate of impoundment of streams by beavers Castor canadensis over a 77 000 ha south-eastern North American landscape during a 40-year period of beaver population recovery. Between 1950 and 1983, beaver populations were protected from trapping and hunting. From 1983 to the present, beaver numbers were reduced by fatal trapping, to protect roads, railroads and timber. Trapped beavers were assigned to specific colonies associated with beaver-created patches in the landscape, and growth rates and size after management of individual patches receiving different levels of management were compared. Results from this study were also compared with previous studies conducted in Minnesota, USA. 3. Growth rate, patch size following management and the composition of habitat types within patches were not related to management activity, suggesting that the levels of management used in this study did not influence the temporal dynamics of beaver-created patches. The extent and rate of beaver impoundment on the southeastern Upper Coastal Plain of North America was less than that reported from central North American landscapes over comparable periods. 4. These results have the following implications for management: (i) management activities should be monitored on a regional basis; (ii) conflicting beaver population management goals should be addressed, evaluated and balanced; and (iii) beavers do not present a threat to flowing-water species in south-eastern North America and need not be controlled for this reason.	Univ. Ga. Savannah River Ecology Lab., Drwer E, Aiken, SC 29802, USA			Snodgrass, Joel/0000-0002-4436-8750			Biodiversity & Conservation; Environmental Sciences & Ecology	0021-8901		10.2307/2405293		Conservation; Ecology (Environmental Sciences)	00512, General biology - Conservation and resource management; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal	Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Castoridae [86295]; [beaver] [Castor canadensis]					Minnesota; USA, North America; Nearctic region/Nearctic region; Nearctic region/North America; Nearctic region/USA; North America; Nearctic region				BEAVER-CREATED; CATCHMENT MANAGEMENT; CONSERVATION; GROWTH RATE; HABITAT COMPOSITION; HABITAT DIVERSITY; MANAGEMENT PRACTICES; PATCH; PATCH SIZE; SOUTH-EASTERN REGION; SPATIAL DYNAMICS; TEMPORAL DYNAMICS				2019-04-10	
J	BIOSIS:PREV199799701264	PREV199799701264		Article		Variable song rates in three species of passerines and implications for estimating bird populations		McShea, W. J.; Rappole, J. H.									Journal of Field Ornithology		1997		68	3	367-375	367	375	English						0	21	Song rate in birds is known to be influenced by the social status and nutritional state of the male. However, studies examining the impact of management practices on the conservation of migratory species often use song rate techniques to census populations. We examined song rates in three species of forest birds in northwestern Virginia, and found that Wood Thrushes and Ovenbirds sang more often in blocks of continuous forest, while Northern Cardinals sang more often in forest patches. Individuals gt 50 m from the observer sang more often than closer birds, and individuals in higher density populations sang more often than individuals at low density sites. The spatial variability in song rate was not severe enough to significantly change species-detection rates for 5-min song counts, but did significantly affect our population density estimates for those species. A key assumption of song count censuses, that all individuals of a species sing at comparable rates and thus have an equal probability of being detected, regardless of habitat structure, may not be valid.	Conservation Res. Cent., Natl. Zool. Park, Front Royal, VA 22630, USA						Behavioral Sciences; Environmental Sciences & Ecology; Science & Technology - Other Topics	0273-8570				Behavior; Ecology (Environmental Sciences); Methods and Techniques	01008, Methods - Field methods; 07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 07508, Ecology: environmental biology - Animal	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [northern cardinal] [ovenbird] [wood thrush]					USA; North America; Nearctic region/Virginia; USA, North America; Nearctic region				BEHAVIOR; POPULATION DENSITY; POPULATION SIZE; SONG RATE				2019-04-10	
J	BIOSIS:PREV199799705087	PREV199799705087		Article		Success of intensive management of a critically imperiled population of red-cockaded woodpeckers in South Carolina		Franzreb, Kathleen E.									Journal of Field Ornithology		1997		68	3	458-470	458	470	English						2	10	By late 1985, the population of Red-cockaded Woodpeckers (Picoides borealis) at the Savannah River Site, South Carolina, had declined to a low of four individuals. Because of extensive timber harvesting prior to the 1950s, the older live pine trees that Red-cockaded Woodpeckers require for cavity construction were limited. We monitored the response of the population to intensive habitat enhancement that included construction of artificial cavities, control of cavity competitors, and removal of the hardwood mid-story to improve nesting habitat quality. Translocations of Red-cockaded Woodpeckers from on-site and donor populations were undertaken to enhance the number of breeding pairs, the overall population size, and to minimize potential adverse genetic consequences of a small population size. From 1986-1995, we carried out 54 translocations, installed 305 artificial cavities, and removed 2304 southern flying squirrels (Glaucomys volans) (a cavity competitor). Concomitant intensive population monitoring revealed that the number of breeding pairs of woodpeckers increased from 1 to 19 and the overall population size grew from 4 to 99 individuals, reflecting the highly focused habitat restoration effort. Intensive management has been successful in rehabilitating this critically small population of endangered birds.	USDA Forest Serv., Southern Res. Stn., Dep. Forest Resour., Clemson Univ., Clemson, SC 29634-1003, USA						Biodiversity & Conservation; Reproductive Biology; Life Sciences & Biomedicine - Other Topics	0273-8570				Conservation; Reproductive System (Reproduction); Systematics and Taxonomy; Wildlife Management (Conservation)	00512, General biology - Conservation and resource management; 07518, Ecology: environmental biology - Wildlife management: terrestrial; 16501, Reproductive system - General and methods; 62518, Chordata: general and systematic - Aves	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Piciformes [85552]; [red-cockaded woodpecker] [Picoides borealis]/Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Sciuridae [86405]; [Glaucomys volans]					South Carolina; USA, North America; Nearctic region/USA; North America; Nearctic region				ARTIFICIAL NEST CAVITIES; HABITAT ENHANCEMENT; PREDATOR CONTROL; SOUTHERN FLYING SQUIRREL; WILDLIFE MANAGEMENT				2019-04-10	
J	BIOSIS:PREV199799688812	PREV199799688812		Article		Great gray owls (Strix nebulosa nebulosa) and forest management in North America: A review and recommendations		Duncan, James R.									Journal of Raptor Research		1997		31	2	160-166	160	166	English						2	25	Great Gray Owl (Strix nebulosa nebulosa) populations in North America have likely been stable over the past 10-100+ yr. Local populations fluctuate in response to food supply and/or nest-site availability. Breeding Great Gray Owls require preexisting nest structures in forest stands that are adjacent to open foraging habitat, preferably with hunting perches. Current forestry practices have the potential to affect about 75% of the Great Gray Owls' breeding range in North America. Intensive timber management typically removes large diameter and deformed nest trees, leaning trees used by juveniles for roosting before they can fly and stands with dense canopy closure used by juveniles and adults for cover and protection. Modified forest management can, however, create new foraging habitat by opening up large, dense forest stands. Specific recommended guidelines include restriction of harvest unit size ( ltoreq 5-10 ha), but within a mosaic of multi-sized units, retention of forest stands within 300 m of known or potential nest trees/sites, provision of hunting perches in cut-over areas, ensuring irregularly shaped harvest units and maintenance of forested travel corridors between cut-over areas. Because Great Gray Owls can breed on home ranges up to 800 km apart in successive years, integration of local management regimes at a landscape scale is recommended. Ideally, spatio-temporal patterns of natural disturbance (e.g., fire) should be emulated in a management plan to sustain the region's natural biological diversity, including Great Gray Owls when appropriate.	Box 253, Balmoral, Manitoba R0C 0H0, Canada						Biodiversity & Conservation; Forestry; Nutrition & Dietetics; Reproductive Biology; Life Sciences & Biomedicine - Other Topics	0892-1016				Conservation; Forestry; Nutrition; Reproductive System (Reproduction); Systematics and Taxonomy; Wildlife Management (Conservation)	00512, General biology - Conservation and resource management; 07518, Ecology: environmental biology - Wildlife management: terrestrial; 13202, Nutrition - General studies, nutritional status and methods; 16501, Reproductive system - General and methods; 53500, Forestry and forest products; 62518, Chordata: general and systematic - Aves	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Strigiformes [85564]; [great gray owl] [Strix nebulosa nebulosa]					Nearctic region; Nearctic region/North America; Nearctic region				FOOD AVAILABILITY; FOREST MANAGEMENT; HABITAT USE; NEST SITE AVAILABILITY; POPULATION TRENDS; WILDLIFE MANAGEMENT				2019-04-10	
J	BIOSIS:PREV199799546363	PREV199799546363		Article		Rural depopulation and recent landscape changes in a mediterranean region: Consequences to the breeding avifauna		Preiss, Eric; Martin, Jean-Louis; Debussche, Max									Landscape Ecology		1997		12	1	51-61	51	61	English						1	22	We studied the vegetational and avifaunistic changes following rural depopulation in an area covering 2,600 ha north of Montpellier (Southern France). The study area is covered by a mosaic of Mediterranean habitats that includes cultivation, grasslands, shrublands, and woodlands and is representative of the natural features present and of the human usage practiced so far in this part of the Mediterranean. We sampled the vegetation and the bird fauna in the same 193 census plots in 1978 and in 1992. At both the habitat and landscape scales the cover of woody plants increased significantly. Open habitats tend to disappear. As a consequence the abundance of open-habitat bird species decreased significantly whereas the abundance of forest birds increased significantly. These changes favor a pool of forest species widespread in western Europe and reduce habitat availability for open habitat and shrubland species. Many of the latter are Mediterranean species whose distribution in Western Europe could become reduced under current landscape dynamics. Our observation of more woodlands and their typical birds and of less open habitats and their associated avifauna is not consistent with the traditional worry shown by the public and the managers about the regression of forests and woodlands in the Northern Mediterranean as a consequence of fire.	Martin, Jean-Louis; Cent. d'Ecol. Fonctionnelle Evol., C.N.R.S., Route de Mende, B.P. 5051, F-34033 Montpellier Cedex, France		Martin, Jean-Louis/E-5059-2010				Environmental Sciences & Ecology	0921-2973		10.1007/BF02698207		Ecology (Environmental Sciences)	07508, Ecology: environmental biology - Animal	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [avifauna] [birds] [Aves]					France; Europe; Palearctic region/Palearctic region; Palearctic region				BREEDING; HABITAT AVAILABILITY; LANDSCAPE DYNAMICS; MEDITERRANEAN REGION; MONTPELLIER; RECENT LANDSCAPE CHANGES; RURAL DEPOPULATION; SPECIES ABUNDANCE; TERRESTRIAL ECOLOGY				2019-04-10	
J	BIOSIS:PREV199799421535	PREV199799421535		Article		Mechanisms maintaining species differentiation: Predator-mediated selection in a Bombina hybrid zone		Kruuk, Loeske E. B.; Gilchrist, Jason S.									Proceedings of the Royal Society of London Series B Biological Sciences		1997		264	1378	105-110	105	110	English						1	16	Mechanisms which prevent gene flow will maintain differentiation between species, and therefore contribute to biological diversity. We describe an experimental study of such mechanisms in a hybrid zone between the fire-bellied toad Bombina bombina and the yellow-bellied toad B. variegata. In this system, preference for different breeding habitats reduces the frequency of hybridization. A comparison of habitat ecology shows that the semi-permanent ponds in which B. bombina usually breeds have higher densities of aquatic predators than the temporary puddles typically used by B. variegata. We test for behavioural adaptations in tadpoles to these different levels of predation. B. bombina tadpoles are significantly less active than B. variegata, both before and after the introduction of a predator to an experimental arena; this reduces their vulnerability as many predators detect prey through movement. Behavioural differences translate into differential survival: B. variegata suffer higher predation rates in laboratory experiments with three main predator types (Triturus sp., Dytiscus larvae, Aeshna nymphs). This differential adaptation to predation will help maintain preference for alternative breeding habitats, and thus serve as a mechanism maintaining the distinctions between the two species.	Kruuk, Loeske E. B.; Inst. Cell, Anim. Population Biol., Univ. Edinburgh, West Mains Road, Edinburgh EH9 3JT, UK		Kruuk, Loeske/J-3295-2012	Kruuk, Loeske/0000-0001-8588-1123			Behavioral Sciences; Environmental Sciences & Ecology; Genetics & Heredity; Nutrition & Dietetics; Reproductive Biology	0962-8452		10.1098/rspb.1997.0016		Behavior; Ecology (Environmental Sciences); Genetics; Nutrition; Reproductive System (Reproduction)	03506, Genetics - Animal; 07003, Behavioral biology - Animal behavior; 07508, Ecology: environmental biology - Animal; 12100, Movement; 13202, Nutrition - General studies, nutritional status and methods; 16501, Reproductive system - General and methods	Amphibia, Vertebrata, Chordata, Animalia; Amphibians, Animals, Chordates, Nonhuman Vertebrates, Vertebrates; Salientia [85306]; [Bombina bombina] [Bombina variegata]									ACTIVITY; BEHAVIOR; BIOLOGICAL DIVERSITY; BREEDING HABITAT; ECOLOGY; FIRE-BELLIED TOAD; HYBRID ZONE; PREDATION; PREDATOR-MEDIATED SELECTION; SPECIES DIFFERENTIATION; SURVIVAL; YELLOW-BELLIED TOAD	Green Published			2019-04-10	
J	BIOSIS:PREV199799737207	PREV199799737207		Article		Managing the biological reservation in the state forest of La Londe-Rouvray (Seine-Maritime) on the Orival Cliffs		Dutoit, T.; Bonnetaud, Dominique									Revue Forestiere Francaise (Nancy)		1997		49	3	204-214	204	214	French						0	0	The managed biological reservation of Roches d'Orival was established over some ten hectares of dry grassland and wooded pastures in the state forest of La Londe-Rouvray in 1988 located on the calcareous cliffs of the Seine valley located close to the cities of Rouen and Elbeuf (Seine-Maritime). The purpose of creating this natural reserve was to preserve and restore the biological diversity of the calcareous grasslands and the surrounding forest vegetation which was threatened with extinction due to spontaneous woody colonization as a result of the decline of traditional grazing practices. Having obtained a favorable opinion from the scientific advisory committee, the National Forestry Board (ONF) began by implementing a management scheme based on cutting the grass. Initial results show that this system did encourage the specific diversity of the grassland, particularly as regards orchids. However, because of steep slopes and the need to protect other species, management practices are now turning back to traditional extensive sheep grazing under the supervision of a shepherd. This type of management may turn out to be more flexible for the purpose of maintaining a dynamic equilibrium between the various plant communities.	Dutoit, T.; Univ. Provence, Lab. Biosyst. Ecol. Mediterraneenne, URA 1152, FST Saint-Jerome, case 421 bis, F-13397 Marseille Cedex 20, France						Biodiversity & Conservation; Environmental Sciences & Ecology; Forestry	0035-2829				Conservation; Ecology (Environmental Sciences); Forestry	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 53500, Forestry and forest products	Monocotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Monocots, Plants, Spermatophytes, Vascular Plants; Orchidaceae [25375]; [orchid]					France (Europe/Palearctic region)				BIODIVERSITY; CALCAREOUS GRASSLAND; CONSERVATION; FORESTRY; NATIONAL FORESTRY BOARD; PLANT COMMUNITY; RESOURCE MANAGEMENT; SEINE-MARITIME DEPARTMENT; SHEEP GRAZING; STATE FOREST OF LA LONDE-ROUVRAY				2019-04-10	
J	BIOSIS:PREV199799813352	PREV199799813352		Article	Literature Review	Biodiversity over the last one thousand years in the cultural landscape of southern most Sweden		Nilsson, Sven G.									Svensk Botanisk Tidskrift		1997		91	2	85-102	85	102	Swedish						0	3	Major landscape changes in Gotaland (southernmost Sweden) during the last millennium are reviewed, and an attempt to assess concomitant changes in biological diversity is made. 1000 years ago, forests and mires dominated the landscape, except in some costal areas where open meadows prevailed. The forests were composed of several deciduous trees, especially oak, birch and beech (in the south), and, on poor soils, mainly of pine. Most forests were open grazing forests (pasture woodland), but ancient trees and large dead trees were still common. In some areas, rich deciduous forest dominated by lime and oak still occurred. During the following 700 years the forests were opened up by man, but biologically important structures of the virgin forests, viz. ancient trees, large dead trees and wetlands, remained abundant. During this period, biodiversity increased until the coverage of old-growth forest decreased to about 20% of the surface area. The period 1800-1995 was a period of declining biodiversity, mainly due to local and regional extinction of species dependent on ancient trees and large dead trees. On the other hand, biodiversity among vascular plants and vertebrates changed comparatively little. However, these latter groups only comprise less than 5% of the total biodiversity among macroorganisms. The very high biodiversity connected with decomposing wood, the fauna and flora of which has been affected most by the activities of man during the last 200 years, is stressed. In Sweden, the total species diversity connected with dead wood amounts to several thousand species, mainly fungi and insects. Restorations of old-fashioned cultural landscapes are now carried out in several places, unfortunately using the landscape of the 19th century as a model. During that period the biodiversity was lower than previously, since natural disturbance regimes with windfalls, fire, and natural water level fluctuations were no longer present. Therefore, the use of medieval landscapes as a model for the restorations is recommended. This will lead to a higher biodiversity, and may be economically beneficial (wood products, meat, tourism). Studies of such landscapes provide insights useful in conservation and when developing sustainable forestry.	Ekol. Inst., Zooekol., Lunds Univ., S-223 62 Lund, Sweden						Agriculture; History; Plant Sciences; Biodiversity & Conservation; Environmental Sciences & Ecology; Marine & Freshwater Biology; Forestry; Anthropology	0039-646X				Animal Husbandry (Agriculture); Biography (History); Botany; Conservation; Ecology (Environmental Sciences); Estuarine Ecology (Ecology, Environmental Sciences); Forestry; Human Ecology (Anthropology)	00512, General biology - Conservation and resource management; 00524, General biology - Biographies; 05500, Social biology and human ecology; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 07510, Ecology: environmental biology - Oceanography and limnology; 26502, Animal production - General and methods; 52000, Economic botany; 53500, Forestry and forest products	Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Betulaceae [25645]; [birch]/Gymnospermae, Spermatophyta, Plantae; Gymnosperms, Plants, Spermatophytes, Vascular Plants; Coniferopsida [25102]; [pine]/Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Fagaceae [26070]; [beech] [oak]/Organisms; Organisms; Organisms [00500]; [organisms]/Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Tiliaceae [26865]; [Tiliaceae]/Plantae; Plants, Vascular Plants; Tracheophyta [22000]; [vascular plants]/Chordata, Animalia; Animals, Chordates, Nonhuman Vertebrates, Vertebrates; Vertebrata [85150]; [vertebrates] [Vertebrata]		WINDFALL; 120300-57-4			Europe; Palearctic region/Sweden; Europe; Palearctic region				meat industry; wood product industry; AGRICULTURE; BIODIVERSITY; CONSERVATION; CULTURAL LANDSCAPE; FIRE; FORESTRY; FORESTS; GOTALAND; GRAZING; HUMAN ECOLOGY; LIME; MACROORGANISMS; MEDIEVAL LANDSCAPE; MILLENNIUM PERIOD; MIRES; MODERN LANDSCAPE; PASTURE WOODLAND; RESTORATION; SOIL QUALITY; SUSTAINABLE FORESTRY; TOURISM; WATER LEVEL; WETLANDS; WINDFALL				2019-04-10	
J	BIOSIS:PREV199699228522	PREV199699228522		Article		Short term temporal patterns in a Mediterranean shrubland bird community after wildfire		Pons, Pere; Prodon, Roger									Acta Oecologica		1996		17	1	29-41	29	41	English						0	8	The use of a burnt Mediterranean shrubland by birds was investigated during the first three years following a summer fire. Birds were censured by point counts, and vegetation cover was estimated. The results show an early and continuous use of the burnt area by birds. During this period, the variation in avifauna composition relate first to the season, and secondarily to the time elapsed since fire, as shown by Correspondence Analysis of the birds times samples matrix. The main effect of fire is to induce a rapid transition from a shrubland breeding avifauna (dominated by insectivorous species) to a grassland wintering avifauna (dominated by seed-eating species). After fire, the overall abundance of birds at the breeding season is positively correlated with the foliage volume, which seems to be the main limiting factor. Examples of postfire specific responses (colonization, dispersion, or site tenacity) are shown. Site tenacity of birds, favoured both by the presence of rocky patches and by the persistence of very small unburnt remnants, may explain the relatively moderate effect of fire on this community.	Pons, Pere; Laboratoire Arago, Universite Paris 6-CNRS URA 2156, B.P. 44, 66651 Banyuls-sur-Mer Cedex, France		Pons, Pere/B-9472-2008	Pons, Pere/0000-0002-2196-5544			Behavioral Sciences; Physiology; Meteorology & Atmospheric Sciences; Environmental Sciences & Ecology	1146-609X				Behavior; Biosynchronization; Climatology (Environmental Sciences); Ecology (Environmental Sciences)	07003, Behavioral biology - Animal behavior; 07200, Circadian rhythms and other periodic cycles; 07504, Ecology: environmental biology - Bioclimatology and biometeorology; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [Aves]									ANNUAL CYCLE; FOLIAGE VOLUME; HABITAT USE; SEASONALITY; SITE TENACITY; SPECIES COMPOSITION; VEGETATION COVER				2019-04-10	
